Tm,Year,age_computed_mean,age_computed_std,age_computed_min,age_computed_max,experience_mean,experience_std,experience_max,PER_mean,PER_max,PER_std,WS_sum,WS_mean,WS/48_mean,VORP_sum,VORP_mean,BPM_mean,PTS_mean,TRB_mean,AST_mean,G_mean,roster_size,nationality_diversity,avg_draft_pick,star_player_count,TEAM_ID,W,L,W_PCT,HOME_RECORD,ROAD_RECORD
HOU,1992,27.1875,7.148134954890915,5.0,37.0,8.882352941176471,9.472871482166696,32,10.341176470588236,23.7,6.05403365776998,37.3,2.1941176470588233,0.040411764705882355,7.2,0.4235294117647059,-3.829411764705882,492.8235294117647,206.35294117647058,121.3529411764706,50.705882352941174,17,1,14.5,1,1610612745.0,,,,,
HOU,1993,29.384615384615383,3.8196522864972398,23.0,38.0,7.142857142857143,4.312007258041966,16,11.964285714285714,27.3,6.683459162262188,53.4,3.814285714285714,0.0745,14.5,1.0357142857142858,-2.7857142857142856,609.3571428571429,251.21428571428572,151.07142857142858,59.642857142857146,14,1,12.7,1,1610612745.0,,,,,
HOU,1994,27.857142857142858,3.718087656870911,24.0,37.0,5.066666666666666,3.6929791819200988,12,12.72,25.3,4.764481683697159,52.900000000000006,3.526666666666667,0.08686666666666666,15.2,1.0133333333333332,-2.08,552.8,236.33333333333334,139.13333333333333,54.8,15,1,12.363636363636363,1,1610612745.0,,,,,
HOU,1995,28.41176470588235,4.258210063063642,20.0,38.0,12.894736842105264,16.855248891804546,51,11.942105263157895,26.0,6.325022247608979,46.9,2.468421052631579,0.08494736842105263,12.8,0.6736842105263158,-3.026315789473684,447.2105263157895,175.47368421052633,108.42105263157895,43.8421052631579,19,2,16.785714285714285,2,1610612745.0,,,,,
HOU,1996,29.055555555555557,4.050740269632965,21.0,39.0,12.75,17.707788949320697,54,12.45,25.5,5.5450784247693115,47.5,2.375,0.086,12.3,0.615,-2.355,421.8,176.1,100.3,45.8,20,1,18.0,2,1610612745.0,,,,,
HOU,1997,30.61111111111111,6.213258015196109,22.0,42.0,18.285714285714285,22.054801874292266,57,12.861904761904762,32.1,6.798122990243425,54.6,2.6,0.09814285714285714,14.9,0.7095238095238096,-0.6190476190476191,406.3333333333333,172.1904761904762,97.80952380952381,40.38095238095238,21,1,12.416666666666666,3,1610612745.0,,,,,
HOU,1998,31.785714285714285,6.6120934823836395,23.0,43.0,22.41176470588235,24.449076729831262,60,13.323529411764707,21.6,4.775658254597568,42.1,2.476470588235294,0.07641176470588235,7.8999999999999995,0.46470588235294114,-1.6352941176470588,515.4117647058823,208.11764705882354,111.58823529411765,55.64705882352941,17,1,12.6,2,1610612745.0,,,,,
HOU,1999,30.214285714285715,6.277904739010294,24.0,44.0,12.941176470588236,18.232767851574586,60,12.141176470588235,23.1,6.203936131957821,29.3,1.723529411764706,0.03976470588235294,7.3,0.4294117647058823,-4.658823529411764,277.8235294117647,122.23529411764706,62.294117647058826,29.352941176470587,17,1,11.363636363636363,2,1610612745.0,,,,,
HOU,2000,27.466666666666665,3.0441200151549,23.0,33.0,5.9411764705882355,4.968281748191397,16,14.264705882352942,19.8,3.4696795919203027,39.5,2.323529411764706,0.08941176470588236,9.200000000000001,0.5411764705882354,-1.6058823529411765,479.7647058823529,211.41176470588235,104.3529411764706,48.23529411764706,17,1,13.583333333333334,0,1610612745.0,,,,,
HOU,2001,27.214285714285715,3.117656206155551,24.0,34.0,5.466666666666667,4.5176900966670805,17,13.093333333333334,21.6,6.634591888263326,48.3,3.2199999999999998,0.0914,13.8,0.92,-1.2866666666666666,531.4666666666667,229.53333333333333,107.53333333333333,53.2,15,1,11.666666666666666,2,1610612745.0,,,,,
