player,season_start,salary,salary_real_2023
Khris Middleton,2015,14700000,18252632
Draymond Green,2015,14260870,17707375
Tristan Thompson,2015,14260000,17706295
Danilo Gallinari,2015,14000000,17383459
Reggie Jackson,2015,13913044,17275488
DeMarre Carroll,2015,13600000,16886789
Al Jefferson,2015,13500000,16762621
Eric Bledsoe,2015,13500000,16762621
Brandon Knight,2015,13500000,16762621
Tony Parker,2015,13437500,16685016
Joakim Noah,2015,13400000,16638454
JaVale McGee,2015,13270964,16478233
Tyson Chandler,2015,13000000,16141783
Nenê,2015,13000000,16141783
Ricky Rubio,2015,12700000,15769281
Robin Lopez,2015,12650000,15707197
Ty Lawson,2015,12444552,15452096
Rudy Gay,2015,12403101,15400628
Serge Ibaka,2015,12250000,15210527
Nikola Pekovic,2015,12100000,15024275
Al Horford,2015,12000000,14900108
Amir Johnson,2015,12000000,14900108
Kemba Walker,2015,12000000,14900108
Andrew Bogut,2015,12000000,14900108
Kyle Lowry,2015,12000000,14900108
Derrick Favors,2015,12000000,14900108
Nicolas Batum,2015,11860750,14727204
Andre Iguodala,2015,11710456,14540588
Stephen Curry,2015,11370786,14118828
Nikola Vucevic,2015,11250000,13968851
Thaddeus Young,2015,11235955,13951412
Kenneth Faried,2015,11235955,13951412
Marcin Gortat,2015,11217391,13928361
Jrue Holiday,2015,11000000,13658432
Deron Williams,2015,10853761,13476850
Tyreke Evans,2015,10734586,13328874
Wilson Chandler,2015,10449438,12974812
Monta Ellis,2015,10300000,12789259
Anderson Varejao,2015,10158574,12613654
Luol Deng,2015,10151612,12605009
Gerald Wallace,2015,10105855,12548194
Zach Randolph,2015,10000000,12416756
Danny Green,2015,10000000,12416756
Mike Conley,2015,9680000,12019420
Rajon Rondo,2015,9500000,11795918
DeMar DeRozan,2015,9500000,11795918
Alec Burks,2015,9213484,11440158
Omer Asik,2015,9213483,11440157
Jeff Green,2015,9200000,11423416
Lance Stephenson,2015,9000000,11175081
Iman Shumpert,2015,8988765,11161130
Tiago Splitter,2015,8500000,10554243
Taj Gibson,2015,8500000,10554243
Kevin Garnett,2015,8500000,10554243
Ryan Anderson,2015,8500000,10554243
Brandon Jennings,2015,8344497,10361158
Dirk Nowitzki,2015,8333333,10347296
Corey Brewer,2015,8229375,10218214
Trevor Ariza,2015,8200000,10181740
Channing Frye,2015,8193029,10173084
Al-Farouq Aminu,2015,8042895,9986667
Jeff Teague,2015,8000000,9933405
George Hill,2015,8000000,9933405
OJ Mayo,2015,8000000,9933405
Arron Afflalo,2015,8000000,9933405
Markieff Morris,2015,8000000,9933405
Ersan Ilyasova,2015,7900000,9809237
Avery Bradley,2015,7730337,9598571
Kosta Koufos,2015,7700000,9560902
Boris Diaw,2015,7500000,9312567
Pau Gasol,2015,7448760,9248944
Jose Calderon,2015,7402812,9191891
Kevin Martin,2015,7402474,9191471
JJ Redick,2015,7085000,8797272
Anthony Davis,2015,7070730,8779553
Marvin Williams,2015,7000000,8691729
Rodney Stuckey,2015,7000000,8691729
Louis Williams,2015,7000000,8691729
Cory Joseph,2015,7000000,8691729
Ed Davis,2015,6980802,8667892
Isaiah Thomas,2015,6912869,8583541
Josh Smith,2015,6830916,8481782
Jae Crowder,2015,6796117,8438573
Jason Thompson,2015,6752729,8384698
Carl Landry,2015,6750000,8381310
Greivis Vasquez,2015,6600000,8195059
Aron Baynes,2015,6500000,8070891
Patrick Beverley,2015,6486486,8054111
Michael Kidd-Gilchrist,2015,6331403,7861549
Jarrett Jack,2015,6300000,7822556
Jodie Meeks,2015,6270000,7785306
Patrick Patterson,2015,6268675,7783661
Marco Belinelli,2015,6060606,7525307
Gerald Henderson,2015,6000000,7450054
Andrew Wiggins,2015,5758680,7150412
Kyle Korver,2015,5746479,7135263
Martell Webster,2015,5713500,7094313
Karl-Anthony Towns,2015,5703600,7082021
Bradley Beal,2015,5694673,7070936
Courtney Lee,2015,5675000,7046509
Jamal Crawford,2015,5675000,7046509
JJ Hickson,2015,5583413,6932787
Spencer Hawes,2015,5543725,6883508
Nikola Mirotic,2015,5543725,6883508
Shaun Livingston,2015,5543725,6883508
Josh McRoberts,2015,5543725,6883508
Mirza Teletovic,2015,5500000,6829216
PJ Tucker,2015,5500000,6829216
Brandan Wright,2015,5464000,6784515
Chase Budinger,2015,5258082,6528832
Tim Duncan,2015,5250000,6518797
Nick Young,2015,5219169,6480515
Zaza Pachulia,2015,5200000,6456713
Victor Oladipo,2015,5192520,6447425
Jabari Parker,2015,5152440,6397659
Dion Waiters,2015,5138430,6380263
D'Angelo Russell,2015,5103120,6336419
Darren Collison,2015,5013559,6225214
Jonas Jerebko,2015,5000000,6208378
JR Smith,2015,5000000,6208378
Marcus Morris,2015,5000000,6208378
Chris Andersen,2015,5000000,6208378
Tony Allen,2015,5000000,6208378
Larry Sanders,2015,5000000,6208378
CJ Watson,2015,5000000,6208378
Chris Kaman,2015,5000000,6208378
Timofey Mozgov,2015,4950000,6146294
Mike Dunleavy,2015,4837500,6006606
Trevor Booker,2015,4775000,5929001
Otto Porter,2015,4662960,5789884
Jonas Valanciunas,2015,4660482,5786807
Joel Embiid,2015,4626960,5745183
Anthony Bennett,2015,4597276,5708325
Jahlil Okafor,2015,4582680,5690202
Raymond Felton,2015,4540000,5637207
Alexis Ajinca,2015,4539607,5636719
Kyle Singler,2015,4500000,5587540
Kris Humphries,2015,4440000,5513039
Derrick Williams,2015,4400000,5463372
CJ Miles,2015,4394225,5456202
Mike Miller,2015,4354127,5406413
Jameer Nelson,2015,4345000,5395080
Mario Chalmers,2015,4300000,5339205
Jason Smith,2015,4300000,5339205
Jose Juan Barea,2015,4290000,5326788
Jared Dudley,2015,4250000,5277121
Damian Lillard,2015,4236286,5260093
Cody Zeller,2015,4204200,5220252
Aaron Gordon,2015,4171680,5179873
Kristaps Porzingis,2015,4131720,5130256
Vince Carter,2015,4088019,5075993
Devin Harris,2015,4053446,5033065
Thabo Sefolosha,2015,4000000,4966702
Ian Mahinmi,2015,4000000,4966702
Jordan Hill,2015,4000000,4966702
Alan Anderson,2015,4000000,4966702
Nemanja Bjelica,2015,3950000,4904618
Harrison Barnes,2015,3873398,4809504
Marreese Speights,2015,3815500,4737613
Alex Len,2015,3807120,4727208
Dante Exum,2015,3777720,4690703
Steve Novak,2015,3758017,4666237
Kyle O'Quinn,2015,3750000,4656283
Nick Collison,2015,3750000,4656283
Mario Hezonja,2015,3741480,4645704
Terrence Ross,2015,3553917,4412812
Lavoy Allen,2015,3550000,4407948
Matt Barnes,2015,3542500,4398636
Will Barton,2015,3533333,4387253
Nerlens Noel,2015,3457800,4293466
Marcus Smart,2015,3431040,4260238
Evan Turner,2015,3425510,4253372
Bojan Bogdanovic,2015,3425510,4253372
Willie Cauley-Stein,2015,3398280,4219561
Quincy Pondexter,2015,3382023,4199375
Paul Pierce,2015,3376000,4191897
Anthony Morrow,2015,3344000,4152163
Mike Scott,2015,3333333,4138918
Drew Gooden,2015,3300000,4097529
Andre Drummond,2015,3272090,4062874
Norris Cole,2015,3203780,3978055
Patrick Mills,2015,3200000,3973362
KJ McDaniels,2015,3189794,3960689
Ben McLemore,2015,3156600,3919473
Randy Foye,2015,3135000,3892653
Julius Randle,2015,3132240,3889226
Austin Rivers,2015,3110796,3862599
Emmanuel Mudiay,2015,3102240,3851975
Meyers Leonard,2015,3075879,3819244
Jeremy Lamb,2015,3034356,3767686
DJ Augustin,2015,3000000,3725027
Anthony Tolliver,2015,3000000,3725027
Brandon Bass,2015,3000000,3725027
Jerryd Bayless,2015,3000000,3725027
Toney Douglas,2015,2971568,3689723
John Henson,2015,2943220,3654524
Luis Scola,2015,2900000,3600859
Moe Harkless,2015,2894058,3593481
Kentavious Caldwell-Pope,2015,2891760,3590628
Kirk Hinrich,2015,2870000,3563609
Nik Stauskas,2015,2869440,3562913
Udonis Haslem,2015,2854940,3544909
Brian Roberts,2015,2854940,3544909
Dante Cunningham,2015,2850000,3538775
Stanley Johnson,2015,2841960,3528792
Omri Casspi,2015,2836186,3521623
Darrell Arthur,2015,2814000,3494075
Kevin Seraphin,2015,2814000,3494075
Sonny Weems,2015,2814000,3494075
Manu Ginobili,2015,2814000,3494075
Bismack Biyombo,2015,2814000,3494075
Tibor Pleiss,2015,2700000,3352524
Furkan Aldemir,2015,2683841,3332460
Trey Burke,2015,2658240,3300671
Noah Vonleh,2015,2637720,3275192
Tyler Zeller,2015,2616975,3249434
Frank Kaminsky,2015,2612520,3243902
CJ McCollum,2015,2525160,3135429
Elfrid Payton,2015,2505720,3111291
Joel Anthony,2015,2500000,3104189
Leandro Barbosa,2015,2500000,3104189
James Johnson,2015,2500000,3104189
Terrence Jones,2015,2489529,3091187
Justise Winslow,2015,2481720,3081491
Shelvin Mack,2015,2433333,3021410
Michael Carter-Williams,2015,2399040,2978829
Andrew Nicholson,2015,2380593,2955924
Doug McDermott,2015,2380440,2955734
Tony Wroten,2015,2346760,2913913
Jordan Farmar,2015,2291455,2845243
Evan Fournier,2015,2288204,2841207
Steven Adams,2015,2279040,2829828
Myles Turner,2015,2277960,2828487
Jared Sullinger,2015,2269260,2817684
Aaron Brooks,2015,2250000,2793770
Trey Lyles,2015,2239800,2781105
Ramon Sessions,2015,2170465,2695013
Kelly Olynyk,2015,2165160,2688426
Zach LaVine,2015,2148360,2667566
Kendall Marshall,2015,2144772,2663111
Jeremy Lin,2015,2139000,2655944
Gary Neal,2015,2139000,2655944
Miles Plumlee,2015,2109293,2619057
Maurice Williams,2015,2100000,2607518
Danny Granger,2015,2100000,2607518
Steve Blake,2015,2100000,2607518
Joe Ingles,2015,2100000,2607518
Beno Udrih,2015,2080465,2583262
Shabazz Muhammad,2015,2056920,2554027
Devin Booker,2015,2055840,2552686
TJ Warren,2015,2041080,2534359
Perry Jones,2015,2038206,2530790
Cameron Payne,2015,2021520,2510072
Festus Ezeli,2015,2008748,2494213
Kent Bazemore,2015,2000000,2483351
DeJuan Blair,2015,2000000,2483351
Giannis Antetokounmpo,2015,1953960,2426184
Adreian Payne,2015,1938840,2407410
Kelly Oubre,2015,1920240,2384315
Jusuf Nurkic,2015,1842000,2287166
Lucas Nogueira,2015,1842000,2287166
Terry Rozier,2015,1824360,2265263
Dennis Schroeder,2015,1763400,2189570
Zoran Dragic,2015,1756500,2181003
James Young,2015,1749840,2172733
Rashad Vaughn,2015,1733040,2151873
Ryan Kelly,2015,1724250,2140959
Joffrey Lauvergne,2015,1709719,2122916
Louis Amundson,2015,1700000,2110848
Tyler Ennis,2015,1662360,2064111
Sam Dekker,2015,1646400,2044294
Lance Thomas,2015,1636842,2032426
Sergey Karasev,2015,1599840,1986482
Gary Harris,2015,1587480,1971135
Jerian Grant,2015,1572360,1952361
Tony Snell,2015,1535880,1907064
Bruno Caboclo,2015,1524000,1892313
Delon Wright,2015,1509360,1874135
Shane Larkin,2015,1500000,1862513
Wayne Ellington,2015,1500000,1862513
James Jones,2015,1499187,1861504
Richard Jefferson,2015,1499187,1861504
Charlie Villanueva,2015,1499187,1861504
Samuel Dalembert,2015,1499187,1861504
Jason Terry,2015,1499187,1861504
Metta World Peace,2015,1499187,1861504
Amare Stoudemire,2015,1499187,1861504
Tayshaun Prince,2015,1499187,1861504
Kendrick Perkins,2015,1499187,1861504
Ronnie Price,2015,1499187,1861504
Caron Butler,2015,1499187,1861504
Rasual Butler,2015,1499187,1861504
Matt Bonner,2015,1499187,1861504
David West,2015,1499187,1861504
Andre Miller,2015,1490369,1850554
Gorgui Dieng,2015,1474440,1830776
Mitch McGary,2015,1463040,1816621
Justin Anderson,2015,1449000,1799188
Marcus Thornton,2015,1436891,1784152
Pablo Prigioni,2015,1421348,1764852
Mason Plumlee,2015,1415520,1757616
Jordan Adams,2015,1404600,1744057
Andrea Bargnani,2015,1362897,1692276
Gerald Green,2015,1362897,1692276
Solomon Hill,2015,1358880,1687288
Aaron Gray,2015,1356146,1683893
Sasha Vujacic,2015,1356146,1683893
Rodney Hood,2015,1348440,1674325
Matthew Dellavedova,2015,1347276,1672879
Bobby Portis,2015,1344120,1668961
Rondae Hollis-Jefferson,2015,1335480,1658233
Alonzo Gee,2015,1320000,1639011
Tim Hardaway Jr,2015,1304520,1619790
Nikola Jokic,2015,1300000,1614178
Shabazz Napier,2015,1294440,1607274
Tyus Jones,2015,1282080,1591927
Sasha Kaun,2015,1276000,1584378
Cartier Martin,2015,1270964,1578125
Brandon Rush,2015,1270964,1578125
Luc Mbah a Moute,2015,1270964,1578125
Reggie Bullock,2015,1252400,1555074
Clint Capela,2015,1242720,1543055
Jarell Martin,2015,1230840,1528304
Andre Roberson,2015,1210800,1503420
PJ Hairston,2015,1201440,1491798
Boban Marjanovic,2015,1200000,1490010
Tyler Hansbrough,2015,1185784,1472359
Jeremy Evans,2015,1185784,1472359
Rudy Gobert,2015,1175880,1460061
Jordan Mickey,2015,1170960,1453952
Archie Goodwin,2015,1160160,1440542
CJ Wilcox,2015,1159680,1439946
Larry Nance Jr,2015,1155600,1434880
Chris Copeland,2015,1150000,1427927
Damjan Rudez,2015,1149500,1427306
RJ Hunter,2015,1148640,1426238
Kyle Anderson,2015,1142880,1419086
Chris McCullough,2015,1140240,1415808
Josh Huestis,2015,1140240,1415808
Kevon Looney,2015,1131960,1405527
JaKarr Sampson,2015,1103547,1370247
Cole Aldrich,2015,1100602,1366590
Wesley Johnson,2015,1100602,1366590
Luke Babbitt,2015,1100602,1366590
Ishmael Smith,2015,1100602,1366590
Garrett Temple,2015,1100602,1366590
Glenn Robinson III,2015,1100000,1365843
Ray McCallum,2015,1076758,1336983
Richaun Holmes,2015,1075000,1334801
Jared Cunningham,2015,1039074,1290191
Jon Leuer,2015,1035000,1285134
Donald Sloan,2015,1015421,1260823
E'Twaun Moore,2015,1015421,1260823
Joey Dorsey,2015,1015421,1260823
James Anderson,2015,1015421,1260823
Phil Pressey,2015,1014142,1259235
Rakeem Christmas,2015,1007026,1250399
Joseph Young,2015,1007026,1250399
Walter Tavares,2015,1000000,1241675
Montrezl Harrell,2015,1000000,1241675
Robert Covington,2015,1000000,1241675
Tim Frazier,2015,989216,1228285
Robert Sacre,2015,981358,1218528
John Jenkins,2015,981349,1218517
Thomas Robinson,2015,981348,1218515
Hassan Whiteside,2015,981348,1218515
Quincy Acy,2015,981348,1218515
Christapher Johnson,2015,981348,1218515
Mike Muscala,2015,947276,1176209
Troy Daniels,2015,947276,1176209
Justin Holiday,2015,947276,1176209
Gal Mekel,2015,947276,1176209
Ian Clark,2015,947276,1176209
Dewayne Dedmon,2015,947276,1176209
Isaiah Canaan,2015,947276,1176209
Hollis Thompson,2015,947276,1176209
Allen Crabbe,2015,947276,1176209
Seth Curry,2015,947276,1176209
Jeff Withey,2015,947276,1176209
James Ennis,2015,944477,1172733
Elton Brand,2015,890693,1105951
Damien Inglis,2015,855000,1061632
Markel Brown,2015,845059,1049289
Cameron Bairstow,2015,845059,1049289
Dwight Powell,2015,845059,1049289
Nick Johnson,2015,845059,1049289
Spencer Dinwiddie,2015,845059,1049289
James Michael McAdoo,2015,845059,1049289
Shayne Whittington,2015,845059,1049289
Tarik Black,2015,845059,1049289
Jordan Clarkson,2015,845059,1049289
Russ Smith,2015,845059,1049289
JaMychal Green,2015,845059,1049289
Tyler Johnson,2015,845059,1049289
Johnny O'Bryant,2015,845059,1049289
Jarnell Stokes,2015,845059,1049289
Cleanthony Early,2015,845059,1049289
Langston Galloway,2015,845059,1049289
Devyn Marble,2015,845059,1049289
Joe Harris,2015,845059,1049289
Jerami Grant,2015,845059,1049289
Eric Moreland,2015,845059,1049289
Raul Neto,2015,840000,1043007
Kostas Papanikolaou,2015,800320,993737
Pierre Jackson,2015,750000,931256
Norman Powell,2015,650000,807089
Jimmer Fredette,2015,625167,776253
Pat Connaughton,2015,625093,776162
Ryan Hollins,2015,615906,764755
Darrun Hilliard,2015,600000,745005
Lamar Patterson,2015,525093,651995
Willie Reed,2015,525093,651995
Aaron Harrison,2015,525093,651995
Cristiano Felicio,2015,525093,651995
Salah Mejri,2015,525093,651995
Maurice Ndour,2015,525093,651995
Branden Dawson,2015,525093,651995
Marcelo Huertas,2015,525093,651995
Anthony Brown,2015,525093,651995
Michael Frazier,2015,525093,651995
Josh Richardson,2015,525093,651995
TJ McConnell,2015,525093,651995
Cliff Alexander,2015,525093,651995
Luis Montero,2015,525093,651995
Duje Dukan,2015,525093,651995
Jonathon Simmons,2015,525093,651995
Treveon Graham,2015,525093,651995
Cory Jefferson,2015,362878,450576
Elijah Millsap,2015,352936,438232
Nazr Mohammed,2015,352749,437999
Jarell Eddie,2015,349032,433384
Christian Wood,2015,339762,421874
Sean Kilpatrick,2015,320594,398072
Michael Beasley,2015,306526,380605
Jorge Gutierrez,2015,300899,373618
Jeff Ayres,2015,251890,312765
Lorenzo Brown,2015,222888,276754
Andrew Goudelock,2015,200600,249080
Scottie Wilbekin,2015,200000,248335
Erick Green,2015,199418,247611
Greg Smith,2015,197111,244747
Jordan McRae,2015,172971,214773
Henry Sims,2015,161633,200695
Xavier Munford,2015,123548,153406
Jordan Hamilton,2015,119461,148331
Alan Williams,2015,114284,141903
Orlando Johnson,2015,111444,138376
Jonathan Holmes,2015,100000,124167
Justin Harper,2015,99418,123444
Bryce Cotton,2015,99418,123444
Alex Stepheson,2015,92662,115055
Chuck Hayes,2015,70549,87598
Axel Toupane,2015,61775,76704
Bryce Dejean-Jones,2015,61775,76704
Keith Appling,2015,61775,76704
Coty Clarke,2015,61774,76703
Briante Weber,2015,61774,76702
Elliot Williams,2015,57726,71676
Quincy Miller,2015,50000,62083
Thanasis Antetokounmpo,2015,30887,38351
JJ O'Brien,2015,30887,38351
Nate Robinson,2015,26456,32849
Dorell Wright,2015,17637,21899
John Holland,2015,9266,11505
LeBron James,2016,30963450,38066911
Al Horford,2016,26540100,32628781
Kevin Durant,2016,26540100,32628781
James Harden,2016,26540100,32628781
Mike Conley,2016,26540100,32628781
Russell Westbrook,2016,26540100,32628781
DeMar DeRozan,2016,26540100,32628781
Dirk Nowitzki,2016,25000000,30735360
Carmelo Anthony,2016,24559380,30193655
Damian Lillard,2016,24328425,29909716
Chris Bosh,2016,23741060,29187601
Dwight Howard,2016,23500000,28891238
Dwyane Wade,2016,23200000,28522414
Chris Paul,2016,22868827,28115265
Harrison Barnes,2016,22116750,27190650
Andre Drummond,2016,22116750,27190650
Chandler Parsons,2016,22116750,27190650
Hassan Whiteside,2016,22116750,27190650
Anthony Davis,2016,22116750,27190650
Bradley Beal,2016,22116750,27190650
Derrick Rose,2016,21323252,26215113
Brook Lopez,2016,21165675,26021385
Kevin Love,2016,21165675,26021385
DeAndre Jordan,2016,21165675,26021385
Marc Gasol,2016,21165675,26021385
Nicolas Batum,2016,20869566,25657344
LaMarcus Aldridge,2016,20575005,25295207
Blake Griffin,2016,20093064,24702702
Paul Millsap,2016,20072033,24676846
Ryan Anderson,2016,18735364,23033526
Allen Crabbe,2016,18500000,22744166
Paul George,2016,18100000,22252400
Luol Deng,2016,18000000,22129459
Kyrie Irving,2016,17638063,21684488
Kawhi Leonard,2016,17638063,21684488
Jimmy Butler,2016,17552209,21578938
Tobias Harris,2016,17200000,21145927
Wesley Matthews,2016,17145838,21079340
Greg Monroe,2016,17145838,21079340
Enes Kanter,2016,17145838,21079340
Joakim Noah,2016,17000000,20900044
Evan Fournier,2016,17000000,20900044
Bismack Biyombo,2016,17000000,20900044
Klay Thompson,2016,16663575,20486439
Evan Turner,2016,16393443,20154334
Gordon Hayward,2016,16073140,19760549
Timofey Mozgov,2016,16000000,19670630
Ian Mahinmi,2016,16000000,19670630
Goran Dragic,2016,15891725,19537515
DeMarcus Cousins,2016,15756438,19371191
John Wall,2016,15756438,19371191
Kent Bazemore,2016,15730337,19339102
Pau Gasol,2016,15500000,19055923
Tristan Thompson,2016,15330435,18847457
Draymond Green,2016,15330435,18847457
Khris Middleton,2016,15200000,18687098
Danilo Gallinari,2016,15050000,18502686
Jeff Green,2016,15000000,18441216
Reggie Jackson,2016,14956522,18387763
Deron Williams,2016,14885520,18300471
Tony Parker,2016,14445313,17759275
Jonas Valanciunas,2016,14382023,17681466
DeMarre Carroll,2016,14200000,17457684
Rajon Rondo,2016,14000000,17211801
Eric Bledsoe,2016,14000000,17211801
Manu Ginobili,2016,14000000,17211801
Ricky Rubio,2016,13400000,16474152
Rudy Gay,2016,13333333,16392191
Jamal Crawford,2016,13253012,16293443
Robin Lopez,2016,13219250,16251936
Michael Kidd-Gilchrist,2016,13000000,15982387
JR Smith,2016,12800000,15736504
Brandon Knight,2016,12606250,15498305
Jordan Clarkson,2016,12500000,15367680
Arron Afflalo,2016,12500000,15367680
Tyson Chandler,2016,12415000,15263179
Miles Plumlee,2016,12400000,15244738
Eric Gordon,2016,12385665,15227114
John Henson,2016,12267606,15081971
Marvin Williams,2016,12250000,15060326
Serge Ibaka,2016,12250000,15060326
Stephen Curry,2016,12112359,14891108
Nikola Pekovic,2016,12100000,14875914
Kenneth Faried,2016,12078652,14849668
Thaddeus Young,2016,12078652,14849668
Amir Johnson,2016,12000000,14752972
Kemba Walker,2016,12000000,14752972
Kyle Lowry,2016,12000000,14752972
Marcin Gortat,2016,12000000,14752972
Nikola Vucevic,2016,11750000,14445619
Solomon Hill,2016,11709603,14395954
Jeremy Lin,2016,11483254,14117677
Andrew Bogut,2016,11410378,14028082
Courtney Lee,2016,11242000,13821076
Wilson Chandler,2016,11233146,13810191
Andre Iguodala,2016,11131368,13685064
Derrick Favors,2016,11050000,13585029
Austin Rivers,2016,11000000,13523558
Jrue Holiday,2016,11000000,13523558
Joe Johnson,2016,11000000,13523558
Jon Leuer,2016,10991957,13513670
Anderson Varejao,2016,10851659,13341184
Monta Ellis,2016,10763500,13232801
Mirza Teletovic,2016,10500000,12908851
Jared Dudley,2016,10470000,12871968
Al Jefferson,2016,10230179,12577129
Tyreke Evans,2016,10203755,12544643
Zach Randolph,2016,10000000,12294144
Terrence Ross,2016,10000000,12294144
Danny Green,2016,10000000,12294144
Alec Burks,2016,9904495,12176728
Omer Asik,2016,9904494,12176727
Iman Shumpert,2016,9662922,11879735
Matthew Dellavedova,2016,9607500,11811598
Jerryd Bayless,2016,9424084,11586104
Trevor Booker,2016,9250000,11372083
Meyers Leonard,2016,9213484,11327189
Gerald Henderson,2016,9000000,11064729
Moe Harkless,2016,8988764,11050915
Taj Gibson,2016,8950000,11003258
E'Twaun Moore,2016,8801363,10820522
Kris Humphries,2016,8630000,10609845
Ersan Ilyasova,2016,8400000,10327080
Dwight Powell,2016,8375000,10296345
Avery Bradley,2016,8269663,10166842
Tiago Splitter,2016,8250000,10142668
Darrell Arthur,2016,8070175,9921589
Kosta Koufos,2016,8046500,9892482
Tyler Zeller,2016,8000000,9835315
Jeff Teague,2016,8000000,9835315
Kevin Garnett,2016,8000000,9835315
Garrett Temple,2016,8000000,9835315
Anthony Tolliver,2016,8000000,9835315
George Hill,2016,8000000,9835315
Channing Frye,2016,7806971,9598002
Trevor Ariza,2016,7800000,9589432
Jose Calderon,2016,7708427,9476851
Al-Farouq Aminu,2016,7680965,9443088
Cole Aldrich,2016,7643979,9397617
Corey Brewer,2016,7612172,9358513
Festus Ezeli,2016,7400000,9097666
Markieff Morris,2016,7400000,9097666
JJ Redick,2016,7377500,9070004
Cory Joseph,2016,7315000,8993166
DJ Augustin,2016,7250000,8913254
Jeremy Lamb,2016,7000000,8605900
Louis Williams,2016,7000000,8605900
Rodney Stuckey,2016,7000000,8605900
Boris Diaw,2016,7000000,8605900
Sergio Rodriguez,2016,6800000,8360017
Carl Landry,2016,6750000,8298547
Ed Davis,2016,6666667,8196096
Isaiah Thomas,2016,6587131,8098313
Victor Oladipo,2016,6552960,8056303
Jodie Meeks,2016,6540000,8040370
Matt Barnes,2016,6508351,8001460
Aron Baynes,2016,6500000,7991193
Marco Belinelli,2016,6333333,7786290
Jae Crowder,2016,6286408,7728600
Tarik Black,2016,6191000,7611304
Lance Thomas,2016,6191000,7611304
Andrew Nicholson,2016,6088993,7485895
Patrick Patterson,2016,6050000,7437957
Andrew Wiggins,2016,6006600,7384600
Ramon Sessions,2016,6000000,7376486
Ishmael Smith,2016,6000000,7376486
Patrick Beverley,2016,6000000,7376486
Wayne Ellington,2016,6000000,7376486
Alex Abrines,2016,5994764,7370049
Karl-Anthony Towns,2016,5960160,7327506
Ben Simmons,2016,5903160,7257429
Otto Porter,2016,5893981,7246145
Nikola Mirotic,2016,5782450,7109027
Shaun Livingston,2016,5782450,7109027
Josh McRoberts,2016,5782450,7109027
Spencer Hawes,2016,5782450,7109027
Brandan Wright,2016,5709880,7019808
Tim Duncan,2016,5643750,6938507
Boban Marjanovic,2016,5628000,6919144
Wesley Johnson,2016,5628000,6919144
Tyler Johnson,2016,5628000,6919144
Jared Sullinger,2016,5628000,6919144
Brandon Jennings,2016,5587318,6869128
Nick Young,2016,5443918,6692831
Jabari Parker,2016,5374320,6607266
Lance Stephenson,2016,5371672,6604010
D'Angelo Russell,2016,5332800,6556221
Josh Smith,2016,5331729,6554904
Cody Zeller,2016,5318313,6538410
PJ Tucker,2016,5300000,6515896
Brandon Ingram,2016,5281680,6493373
Kyle Korver,2016,5239437,6441439
Darren Collison,2016,5229454,6429166
Larry Sanders,2016,5207722,6402448
Langston Galloway,2016,5200000,6392954
Derrick Williams,2016,5020145,6171838
Jonas Jerebko,2016,5000000,6147072
Luis Scola,2016,5000000,6147072
Roy Hibbert,2016,5000000,6147072
Tony Allen,2016,5000000,6147072
CJ Watson,2016,5000000,6147072
Jason Smith,2016,5000000,6147072
Alexis Ajinca,2016,4863206,5978895
Mike Dunleavy,2016,4837500,5947292
Kyle Singler,2016,4837500,5947292
Joel Embiid,2016,4826160,5933350
Alex Len,2016,4823621,5930229
Jahlil Okafor,2016,4788840,5887468
Jaylen Brown,2016,4743000,5831112
Marcus Morris,2016,4625000,5686041
CJ Miles,2016,4583450,5634959
Jameer Nelson,2016,4540525,5582186
Nerlens Noel,2016,4384490,5390355
Aaron Gordon,2016,4351320,5349575
Greivis Vasquez,2016,4347826,5345279
Kristaps Porzingis,2016,4317720,5308267
Dragan Bender,2016,4276320,5257369
Vince Carter,2016,4264057,5242293
Devin Harris,2016,4227996,5197959
Jose Juan Barea,2016,4096950,5036849
Ben McLemore,2016,4008882,4928577
Thabo Sefolosha,2016,4000000,4917657
James Johnson,2016,4000000,4917657
Udonis Haslem,2016,4000000,4917657
Jordan Hill,2016,4000000,4917657
Leandro Barbosa,2016,4000000,4917657
Dante Exum,2016,3940320,4844286
Kyle O'Quinn,2016,3918750,4817767
Mario Hezonja,2016,3909840,4806813
Kris Dunn,2016,3872520,4760931
Nemanja Bjelica,2016,3800000,4671774
Nick Collison,2016,3750000,4610304
Kentavious Caldwell-Pope,2016,3678319,4522178
Quincy Pondexter,2016,3617978,4447994
Marcus Smart,2016,3578880,4399926
Bojan Bogdanovic,2016,3573020,4392722
Willie Cauley-Stein,2016,3551160,4365847
Will Barton,2016,3533333,4343930
Paul Pierce,2016,3527920,4337275
Buddy Hield,2016,3517200,4324096
Mike Miller,2016,3500000,4302950
Lavoy Allen,2016,3500000,4302950
Brandon Rush,2016,3500000,4302950
Anthony Morrow,2016,3488000,4288197
Trey Burke,2016,3386597,4163531
Kevin Martin,2016,3336000,4101326
KJ McDaniels,2016,3333333,4098047
Mike Scott,2016,3333333,4098047
Troy Daniels,2016,3332940,4097564
Julius Randle,2016,3267120,4016644
Ronnie Price,2016,3251227,3997104
Emmanuel Mudiay,2016,3241800,3985515
CJ McCollum,2016,3219579,3958196
Jamal Murray,2016,3210840,3947452
Patrick Mills,2016,3200000,3934126
Michael Carter-Williams,2016,3183526,3913872
Omri Casspi,2016,3149524,3872069
Steven Adams,2016,3140517,3860996
