Player,season_start,REG_PER,REG_TS%,REG_USG%,REG_WS,REG_WS/48,REG_VORP,REG_BPM,REG_OBPM,REG_DBPM,POF_PER,POF_TS%,POF_USG%,POF_WS,POF_WS/48,POF_VORP,POF_BPM,POF_OBPM,POF_DBPM,team
Jamal Cain,2023,16.5,0.647,15.1,0.8,0.169,0.2,0.8,-0.5,1.3,,,,,,,,,,MIA
Jamal Crawford,2001,8.5,0.442,17.9,-0.9,-0.043,-0.6,-4.4,-2.9,-1.5,,,,,,,,,,CHI
Jamal Crawford,2002,15.3,0.555,21.5,0.6,0.055,0.2,-0.2,1.7,-1.9,,,,,,,,,,CHI
Jamal Crawford,2003,15.4,0.496,22.2,2.8,0.067,1.2,0.4,1.2,-0.8,,,,,,,,,,CHI
Jamal Crawford,2004,15.9,0.486,25.7,4.1,0.069,2.4,1.4,1.9,-0.5,,,,,,,,,,CHI
Jamal Crawford,2005,15.2,0.521,22.8,4.2,0.075,2.1,1.0,2.1,-1.0,,,,,,,,,,NYK
Jamal Crawford,2006,15.5,0.544,21.5,4.5,0.084,1.6,0.5,1.6,-1.1,,,,,,,,,,NYK
Jamal Crawford,2007,14.5,0.517,24.1,3.1,0.069,0.8,-0.5,1.2,-1.7,,,,,,,,,,NYK
Jamal Crawford,2008,16.0,0.528,24.6,5.0,0.076,1.9,0.3,2.1,-1.8,,,,,,,,,,NYK
Jamal Crawford,2009,15.0,0.541,22.6,2.7,0.061,0.2,-1.6,1.1,-2.7,,,,,,,,,,GSW
Jamal Crawford,2010,18.4,0.573,25.8,7.3,0.143,2.7,2.4,3.5,-1.1,14.0,0.499,27.0,0.3,0.04,0.2,0.1,1.7,-1.6,ATL
Jamal Crawford,2011,14.2,0.545,23.4,3.4,0.071,0.6,-1.0,0.6,-1.6,16.1,0.521,26.5,0.6,0.079,0.3,1.8,2.4,-0.6,ATL
Jamal Crawford,2012,15.7,0.506,26.6,2.3,0.069,0.7,-0.2,1.0,-1.2,,,,,,,,,,POR
Jamal Crawford,2013,16.8,0.558,26.0,5.4,0.116,1.7,1.0,2.3,-1.3,12.5,0.486,21.3,0.1,0.021,0.0,-1.3,1.3,-2.6,LAC
Jamal Crawford,2014,17.3,0.556,27.2,5.3,0.122,1.9,1.6,3.0,-1.4,16.7,0.531,28.5,0.5,0.079,0.4,2.6,3.7,-1.1,LAC
Jamal Crawford,2015,16.6,0.532,27.6,3.6,0.102,1.2,0.7,1.9,-1.2,10.0,0.447,24.8,-0.2,-0.02,-0.2,-3.6,-1.4,-2.2,LAC
Jamal Crawford,2016,14.0,0.529,24.9,3.3,0.076,0.3,-1.4,0.1,-1.5,13.3,0.456,27.6,0.1,0.015,0.0,-1.3,-1.1,-0.2,LAC
Jamal Crawford,2017,12.0,0.525,22.7,1.9,0.043,0.0,-2.1,-0.8,-1.3,10.6,0.498,23.9,0.1,0.012,0.0,-2.0,-0.8,-1.2,LAC
Jamal Crawford,2018,13.0,0.519,23.7,1.3,0.037,-0.1,-2.3,0.1,-2.5,15.6,0.56,21.4,0.2,0.065,0.1,2.5,1.6,0.9,MIN
Jamal Crawford,2019,11.7,0.522,20.8,0.2,0.006,-0.6,-3.9,-1.1,-2.8,,,,,,,,,,PHO
Jamal Mashburn,1995,17.3,0.526,28.6,6.3,0.102,2.0,0.7,2.2,-1.5,,,,,,,,,,DAL
Jamal Mashburn,1996,14.4,0.478,30.9,0.2,0.014,0.1,-1.5,1.0,-2.5,,,,,,,,,,DAL
Jamal Mashburn,1997,11.9,0.464,22.7,0.4,0.021,-0.1,-2.3,-1.4,-1.0,9.9,0.48,18.7,0.8,0.072,0.3,0.4,-1.0,1.4,DAL
Jamal Mashburn,1998,14.1,0.533,21.2,4.1,0.113,0.9,0.1,0.6,-0.5,2.1,0.331,21.6,-0.3,-0.122,-0.2,-7.9,-6.2,-1.7,MIA
Jamal Mashburn,1999,15.1,0.519,23.3,1.8,0.104,0.4,-0.2,0.2,-0.4,8.9,0.472,21.7,-0.1,-0.036,0.0,-2.5,-0.2,-2.3,MIA
Jamal Mashburn,2000,15.4,0.526,23.8,6.4,0.109,1.8,0.5,0.9,-0.4,13.1,0.499,23.3,0.9,0.105,0.3,0.6,0.5,0.1,MIA
Jamal Mashburn,2001,17.5,0.493,27.1,7.3,0.118,3.1,2.1,2.1,0.0,20.7,0.505,30.5,1.4,0.155,0.6,3.6,3.5,0.2,CHO
Jamal Mashburn,2002,16.9,0.505,27.4,3.4,0.101,1.3,1.1,1.7,-0.6,-19.0,0.0,26.8,-0.1,-0.543,-0.1,-22.7,-14.9,-7.8,CHO
Jamal Murray,2017,11.9,0.518,21.6,1.3,0.037,0.0,-2.0,-0.6,-1.4,,,,,,,,,,DEN
Jamal Murray,2018,16.1,0.576,22.8,5.5,0.103,1.1,-0.3,1.2,-1.5,,,,,,,,,,DEN
Jamal Murray,2019,16.0,0.538,24.9,5.1,0.1,1.6,0.6,1.4,-0.8,19.4,0.534,26.4,1.3,0.12,0.6,2.8,3.2,-0.4,DEN
Jamal Murray,2020,17.7,0.559,25.2,4.3,0.107,1.5,1.2,2.0,-0.8,23.7,0.626,27.6,2.7,0.174,1.5,5.9,6.1,-0.2,DEN
Jamal Murray,2021,18.3,0.592,24.8,4.6,0.129,1.7,2.0,2.7,-0.7,,,,,,,,,,DEN
Jamal Murray,2023,18.0,0.571,26.1,5.1,0.116,1.8,1.3,2.6,-1.3,21.6,0.586,27.9,3.0,0.181,1.4,4.8,4.1,0.7,DEN
Jamal Robinson,2001,-1.9,0.136,16.8,-0.2,-0.166,-0.1,-9.9,-10.7,0.8,,,,,,,,,,MIA
Jamal Sampson,2003,8.4,0.0,11.6,0.0,-0.066,0.0,-3.2,-2.9,-0.3,,,,,,,,,,MIL
Jamal Sampson,2004,15.0,0.513,11.8,0.4,0.156,0.0,-2.0,-1.1,-0.9,,,,,,,,,,LAL
Jamal Sampson,2006,24.4,0.635,9.3,0.2,0.293,0.1,9.8,4.8,5.0,,,,,,,,,,SAC
Jamal Sampson,2007,11.3,0.595,10.3,0.2,0.083,0.0,-2.1,-3.7,1.5,,,,,,,,,,DEN
Jamaree Bouyea,2023,7.8,0.54,12.2,0.0,0.029,0.0,-2.9,-4.9,1.9,,,,,,,,,,MIA
Jamario Moon,2009,11.6,0.562,12.0,1.5,0.103,0.3,-0.2,-0.9,0.7,18.3,1.02,10.2,0.2,0.196,0.1,4.4,2.3,2.0,MIA
Jamario Moon,2010,12.6,0.555,12.8,2.9,0.131,0.9,1.4,-0.2,1.6,17.8,0.75,10.4,0.5,0.212,0.3,8.6,5.4,3.2,CLE
Jamario Moon,2011,10.7,0.488,12.5,0.7,0.043,0.2,-0.8,-1.4,0.6,,,,,,,,,,CLE
Jameel Warney,2018,22.5,0.599,25.6,0.1,0.157,0.0,-0.2,2.5,-2.7,,,,,,,,,,DAL
Jameer Nelson,2005,14.5,0.51,21.4,2.5,0.074,0.5,-0.7,-0.7,-0.1,,,,,,,,,,ORL
Jameer Nelson,2006,19.5,0.567,25.1,4.9,0.132,1.8,2.0,2.6,-0.6,,,,,,,,,,ORL
Jameer Nelson,2007,13.9,0.514,23.0,4.0,0.082,0.8,-0.7,-0.1,-0.6,13.2,0.52,23.9,0.1,0.028,0.0,-0.8,-0.2,-0.6,ORL
Jameer Nelson,2008,15.5,0.564,19.0,5.6,0.136,1.6,1.2,0.7,0.5,18.2,0.627,21.5,1.2,0.173,0.4,2.6,2.2,0.3,ORL
Jameer Nelson,2009,20.6,0.612,23.2,6.0,0.22,2.3,5.1,3.4,1.7,4.9,0.384,17.1,-0.1,-0.061,-0.1,-4.8,-2.6,-2.2,ORL
Jameer Nelson,2010,15.5,0.54,22.3,5.0,0.13,1.3,0.7,1.0,-0.3,20.9,0.612,26.1,2.2,0.223,0.9,5.2,4.6,0.6,ORL
Jameer Nelson,2011,15.4,0.548,22.0,6.6,0.136,1.8,1.1,1.0,0.1,15.4,0.448,21.2,0.6,0.126,0.3,3.2,1.1,2.1,ORL
Jameer Nelson,2012,14.6,0.524,21.4,3.5,0.099,0.8,-0.1,0.8,-0.9,15.7,0.481,24.5,0.3,0.07,0.2,1.5,1.7,-0.1,ORL
Jameer Nelson,2013,14.4,0.498,22.5,2.1,0.05,0.4,-1.2,0.1,-1.3,,,,,,,,,,ORL
Jameer Nelson,2014,13.9,0.515,20.1,2.8,0.062,0.5,-1.1,0.6,-1.7,,,,,,,,,,ORL
Jameer Nelson,2015,14.5,0.53,22.7,0.8,0.058,0.3,0.0,1.0,-1.0,,,,,,,,,,DEN
Jameer Nelson,2016,9.5,0.464,16.4,0.5,0.024,-0.3,-3.0,-2.2,-0.8,,,,,,,,,,DEN
Jameer Nelson,2017,11.5,0.544,15.8,2.8,0.066,0.0,-2.0,-0.8,-1.2,,,,,,,,,,DEN
Jameer Nelson,2018,2.6,0.322,19.6,-0.3,-0.107,-0.2,-8.4,-7.4,-1.0,,,,,,,,,,DET
Jamel Artis,2018,6.9,0.457,14.5,0.0,-0.006,-0.2,-5.4,-3.8,-1.6,,,,,,,,,,ORL
Jamel Thomas,2000,3.0,0.375,18.7,-0.1,-0.166,0.0,-8.0,-6.7,-1.3,,,,,,,,,,GSW
Jamel Thomas,2001,0.8,0.342,20.2,-0.2,-0.171,-0.1,-9.8,-7.7,-2.1,,,,,,,,,,BRK
James Anderson,2011,8.5,0.529,16.4,0.3,0.051,0.0,-1.7,-1.1,-0.6,,,,,,,,,,SAS
James Anderson,2012,8.8,0.483,17.2,0.5,0.04,-0.3,-4.1,-2.7,-1.4,16.3,0.557,14.8,0.1,0.168,0.1,4.7,2.3,2.4,SAS
James Anderson,2013,14.2,0.526,18.1,0.7,0.105,0.2,1.2,0.7,0.4,-1.4,0.2,12.2,-0.1,-0.14,0.0,-10.7,-7.5,-3.2,HOU
James Anderson,2014,10.9,0.53,15.9,1.9,0.039,-0.3,-2.6,-1.5,-1.0,,,,,,,,,,PHI
James Anderson,2016,6.0,0.469,13.7,-0.3,-0.017,-0.5,-4.5,-3.9,-0.6,,,,,,,,,,SAC
James Augustine,2007,16.6,0.333,19.9,0.0,0.168,0.0,-1.0,-2.3,1.3,,,,,,,,,,ORL
James Augustine,2008,10.8,0.533,13.4,0.3,0.098,0.0,-2.8,-2.5,-0.3,54.8,1.0,23.9,0.0,0.466,0.0,29.8,21.4,8.4,ORL
James Blackwell,1995,10.8,0.618,10.2,0.1,0.087,0.0,0.5,-1.9,2.4,,,,,,,,,,BOS
James Collins,1998,15.3,0.482,29.8,0.0,0.008,0.0,-1.0,1.0,-2.0,,,,,,,,,,LAC
James Cotton,1998,12.5,0.481,43.5,-0.1,-0.104,-0.1,-10.7,-6.1,-4.6,,,,,,,,,,OKC
James Cotton,1999,12.2,0.482,22.2,0.1,0.071,0.0,-4.2,-2.9,-1.4,,,,,,,,,,OKC
James Donaldson,1995,7.9,0.628,8.1,1.0,0.08,0.1,-1.5,-2.4,0.9,8.5,0.902,6.0,0.1,0.052,0.0,-0.5,-0.8,0.3,UTA
James Edwards,1995,5.4,0.414,16.6,0.0,0.002,-0.3,-7.0,-7.1,0.1,-9.3,0.0,11.4,0.0,-0.354,0.0,-18.4,-10.7,-7.7,POR
James Edwards,1996,3.5,0.403,22.9,-0.2,-0.028,-0.7,-12.2,-10.2,-2.0,4.8,0.511,19.1,0.1,0.103,-0.1,-9.8,-10.1,0.3,CHI
James Ennis III,2015,11.5,0.541,14.6,1.9,0.088,0.1,-1.5,-1.0,-0.5,,,,,,,,,,MIA
James Ennis III,2016,2.4,,0.0,0.0,0.07,0.0,-1.8,-4.0,2.2,,,,,,,,,,MIA
James Ennis III,2018,11.2,0.558,16.0,1.0,0.09,-0.1,-2.3,-2.2,-0.2,,,,,,,,,,DET
James Ennis III,2019,11.3,0.622,11.9,2.2,0.112,0.3,-0.9,-1.0,0.1,11.3,0.574,15.0,0.5,0.105,0.1,-0.2,-0.7,0.5,HOU
James Ennis III,2020,12.3,0.564,15.7,1.7,0.106,0.1,-1.5,-1.5,0.0,6.9,0.449,16.1,0.0,0.005,0.0,-3.5,-4.4,0.9,PHI
James Ennis III,2021,12.5,0.613,13.9,2.0,0.097,-0.1,-2.2,-1.9,-0.3,,,,,,,,,,ORL
James Ennis III,2022,3.7,0.311,23.3,0.0,-0.134,0.0,-11.1,-7.2,-4.0,,,,,,,,,,DEN
James Harden,2013,22.9,0.6,29.0,12.8,0.206,5.8,5.6,5.2,0.5,20.8,0.548,31.0,0.5,0.1,0.5,5.3,4.1,1.2,HOU
James Harden,2014,23.5,0.618,27.8,12.8,0.221,5.3,5.6,5.4,0.2,18.3,0.519,28.5,0.6,0.111,0.4,4.2,4.0,0.2,HOU
James Harden,2015,26.7,0.605,31.3,16.4,0.265,8.1,8.8,7.0,1.8,24.8,0.62,29.5,2.7,0.202,1.5,7.6,6.1,1.5,HOU
James Harden,2016,25.3,0.598,32.5,13.3,0.204,6.8,6.6,6.4,0.2,21.8,0.555,31.1,0.4,0.106,0.5,8.8,7.5,1.3,HOU
James Harden,2017,27.4,0.613,34.2,15.0,0.245,8.0,8.7,7.5,1.2,23.0,0.583,35.3,1.3,0.157,0.9,7.0,6.0,1.0,HOU
James Harden,2018,29.8,0.619,36.1,15.4,0.289,7.7,9.9,8.5,1.4,24.9,0.548,36.7,2.1,0.163,1.6,8.1,6.3,1.8,HOU
James Harden,2019,30.6,0.616,40.5,15.2,0.254,9.3,11.0,9.4,1.6,25.2,0.567,37.1,1.7,0.189,1.1,8.1,6.4,1.7,HOU
James Harden,2020,29.1,0.626,36.3,13.1,0.254,7.3,9.6,8.1,1.6,27.5,0.636,32.4,2.4,0.253,1.3,9.4,7.5,1.9,HOU
James Harden,2021,22.4,0.613,28.7,1.0,0.159,0.5,5.0,5.5,-0.5,,,,,,,,,,HOU
James Harden,2022,21.8,0.601,24.9,3.3,0.197,1.2,3.8,3.8,0.1,16.8,0.584,23.7,1.1,0.112,0.5,1.9,2.5,-0.6,PHI
James Harden,2023,21.6,0.607,25.0,8.4,0.188,4.0,5.4,5.1,0.3,18.5,0.538,26.2,1.0,0.111,0.6,4.1,3.0,1.1,PHI
James Johnson,2010,10.4,0.532,18.0,0.8,0.054,-0.1,-2.4,-4.0,1.5,-15.3,0.0,9.0,-0.1,-0.231,-0.1,-22.6,-20.6,-2.0,CHI
James Johnson,2011,8.8,0.449,24.2,0.0,-0.014,-0.1,-3.4,-6.8,3.4,,,,,,,,,,CHI
James Johnson,2013,10.2,0.442,19.3,-0.5,-0.028,-0.3,-3.5,-3.9,0.3,,,,,,,,,,SAC
James Johnson,2017,17.0,0.564,22.0,5.1,0.117,2.5,2.8,1.1,1.7,,,,,,,,,,MIA
James Johnson,2018,15.8,0.575,19.1,5.0,0.123,1.7,1.6,0.0,1.6,16.3,0.644,15.6,0.4,0.113,0.2,3.8,1.8,2.0,MIA
James Johnson,2019,10.9,0.522,17.8,1.5,0.062,0.2,-1.2,-2.4,1.1,,,,,,,,,,MIA
James Johnson,2020,11.1,0.547,17.0,0.4,0.065,0.0,-1.8,-2.6,0.8,,,,,,,,,,MIA
James Johnson,2021,12.2,0.526,16.2,0.8,0.073,0.3,0.5,-2.0,2.5,,,,,,,,,,DAL
James Johnson,2023,8.4,0.486,15.7,0.1,0.017,-0.1,-4.4,-5.7,1.2,,,,,,,,,,IND
James Jones,2004,4.9,0.354,17.9,0.0,0.01,0.0,-3.9,-3.4,-0.5,,,,,,,,,,IND
James Jones,2005,10.5,0.537,14.0,2.5,0.09,0.6,-0.1,-0.6,0.5,10.8,0.52,12.2,0.5,0.111,0.2,2.8,0.6,2.2,IND
James Jones,2006,13.2,0.551,16.9,4.0,0.11,0.9,-0.1,0.1,-0.2,9.5,0.46,13.7,0.2,0.026,0.0,-1.5,-1.7,0.1,PHO
James Jones,2007,10.8,0.51,16.5,2.2,0.077,0.5,-0.6,-0.5,-0.2,11.6,0.673,11.8,0.4,0.115,0.2,1.8,0.9,0.9,PHO
James Jones,2008,13.6,0.625,14.8,3.7,0.139,1.1,1.3,1.4,-0.2,,,,,,,,,,POR
James Jones,2009,8.4,0.52,13.0,0.9,0.065,-0.1,-2.7,-2.1,-0.7,12.5,0.787,10.2,0.9,0.176,0.2,1.9,1.3,0.6,MIA
James Jones,2010,8.8,0.556,13.3,1.0,0.099,0.1,-1.2,-1.4,0.2,-2.0,0.532,14.9,0.0,-0.084,0.0,-13.1,-9.1,-4.0,MIA
James Jones,2011,11.1,0.629,12.0,4.7,0.145,1.2,1.0,0.7,0.3,11.5,0.688,10.9,0.9,0.151,0.2,1.5,0.6,0.9,MIA
James Jones,2012,9.7,0.567,12.1,1.7,0.12,0.3,0.0,-0.4,0.4,9.8,0.538,14.2,0.4,0.1,0.1,-0.1,-0.2,0.2,MIA
James Jones,2013,8.1,0.478,14.2,0.2,0.054,-0.1,-3.0,-2.0,-1.0,6.0,0.643,13.2,0.0,0.019,0.0,-1.9,-0.7,-1.2,MIA
James Jones,2014,15.4,0.666,15.6,0.7,0.147,0.3,3.2,4.1,-0.9,16.2,0.641,16.7,0.4,0.167,0.2,3.9,4.4,-0.5,MIA
James Jones,2015,11.1,0.565,15.8,1.5,0.11,0.2,-0.7,0.2,-0.9,7.9,0.536,12.6,0.6,0.1,0.1,-1.1,-1.9,0.8,CLE
James Jones,2016,11.6,0.58,16.2,1.2,0.12,0.2,-0.3,-0.2,-0.1,-0.7,0.255,10.7,-0.1,-0.079,-0.1,-8.6,-5.5,-3.1,CLE
James Jones,2017,11.1,0.655,13.0,0.8,0.102,0.2,-0.3,-0.1,-0.3,-5.3,0.2,10.4,-0.1,-0.163,-0.1,-14.4,-9.8,-4.6,CLE
James Michael McAdoo,2015,17.7,0.564,19.4,0.5,0.177,0.0,-2.3,-2.1,-0.2,19.7,0.667,17.9,0.0,0.121,0.0,3.7,1.1,2.6,GSW
James Michael McAdoo,2016,15.9,0.554,20.1,0.8,0.146,0.0,-1.8,-1.5,-0.3,8.5,0.434,7.8,0.1,0.079,0.0,0.0,-4.9,4.9,GSW
James Michael McAdoo,2017,13.1,0.543,14.6,1.1,0.117,0.0,-1.8,-2.7,0.9,16.5,0.611,15.8,0.2,0.182,0.0,0.5,0.2,0.3,GSW
James Michael McAdoo,2018,7.4,0.508,21.0,0.0,0.023,0.0,-3.0,-2.3,-0.7,,,,,,,,,,PHI
James Nunnally,2014,6.1,0.43,12.7,0.0,-0.005,-0.1,-4.7,-4.5,-0.3,,,,,,,,,,PHI
James Nunnally,2019,12.1,0.593,15.6,0.1,0.097,0.0,0.1,1.4,-1.3,,,,,,,,,,MIN
James Posey,2000,13.0,0.55,14.8,4.3,0.101,1.4,0.7,-0.5,1.2,,,,,,,,,,DEN
James Posey,2001,12.5,0.511,14.9,3.8,0.08,0.9,-0.4,-1.0,0.6,,,,,,,,,,DEN
James Posey,2002,12.9,0.474,19.1,2.7,0.058,0.7,-0.8,-1.5,0.7,,,,,,,,,,DEN
James Posey,2003,14.2,0.551,16.0,4.4,0.129,1.2,0.8,-0.5,1.3,,,,,,,,,,HOU
James Posey,2006,9.8,0.572,11.6,4.2,0.104,1.0,0.1,-0.8,1.0,11.5,0.614,11.1,2.1,0.163,0.7,2.9,0.9,2.0,MIA
James Posey,2007,12.7,0.579,13.1,5.2,0.13,1.4,0.9,-0.3,1.1,11.5,0.55,11.3,0.2,0.082,0.2,3.0,-0.8,3.8,MIA
James Posey,2008,12.0,0.587,13.5,6.2,0.164,2.1,2.5,0.0,2.5,14.2,0.637,12.7,2.2,0.186,1.1,5.3,1.7,3.7,BOS
James Posey,2011,7.5,0.485,14.3,1.0,0.056,0.0,-2.0,-2.6,0.5,,,,,,,,,,IND
James Robinson,1995,10.5,0.484,21.9,1.2,0.038,-0.1,-2.3,-1.8,-0.6,65.5,1.0,34.3,0.1,0.649,0.0,46.2,41.7,4.5,POR
James Robinson,1996,10.6,0.512,20.0,2.3,0.068,0.3,-1.4,-1.1,-0.3,3.7,0.4,23.1,-0.1,-0.144,0.0,-4.5,-4.3,-0.2,POR
James Robinson,1997,12.7,0.537,21.0,1.9,0.071,0.3,-1.1,0.3,-1.4,17.3,0.583,19.0,0.0,0.076,0.0,2.4,2.4,0.1,MIN
James Robinson,1998,12.4,0.494,23.3,0.2,0.007,-0.3,-3.0,-0.4,-2.6,,,,,,,,,,LAC
James Robinson,1999,8.2,0.413,23.6,-0.2,-0.047,-0.1,-3.4,-3.1,-0.3,-19.3,0.375,32.8,-0.1,-0.503,-0.1,-26.7,-18.5,-8.2,MIN
James Robinson,2001,5.1,0.455,13.3,0.0,-0.017,-0.1,-5.9,-7.9,2.0,,,,,,,,,,ORL
James Scott,1997,-4.1,0.056,16.0,-0.1,-0.187,-0.1,-13.1,-14.0,0.9,,,,,,,,,,MIA
James Singleton,2006,13.6,0.587,12.3,2.3,0.147,0.4,0.4,-0.7,1.0,5.6,0.333,11.3,0.0,0.057,0.0,-2.2,-5.0,2.8,LAC
James Singleton,2007,11.9,0.449,13.7,0.7,0.083,0.1,-1.2,-2.3,1.1,,,,,,,,,,LAC
James Singleton,2009,16.4,0.615,15.1,3.0,0.163,0.3,-0.5,-0.4,-0.1,5.6,0.551,14.5,0.0,-0.012,0.0,-6.6,-4.3,-2.3,DAL
James Singleton,2010,10.2,0.443,17.1,0.2,0.048,-0.1,-3.5,-4.4,0.9,,,,,,,,,,DAL
James Thomas,2005,13.6,0.581,11.3,0.2,0.09,0.0,-2.0,-1.6,-0.3,,,,,,,,,,POR
James Thomas,2006,4.1,0.574,9.6,0.1,0.033,-0.2,-8.1,-7.3,-0.8,,,,,,,,,,PHI
James White,2007,12.1,0.525,18.2,0.3,0.108,-0.1,-4.0,-2.7,-1.3,,,,,,,,,,SAS
James White,2009,14.6,0.7,33.8,0.0,-0.066,0.0,2.4,-3.0,5.4,5.3,0.389,40.0,-0.1,-0.233,0.0,-1.8,3.5,-5.4,HOU
James White,2013,9.1,0.503,15.2,0.5,0.051,-0.1,-3.1,-3.3,0.2,17.0,0.5,21.4,0.0,0.144,0.0,-2.8,-0.6,-2.2,NYK
James Wiseman,2021,13.1,0.552,23.8,0.7,0.042,-0.6,-5.0,-4.0,-1.0,,,,,,,,,,GSW
James Wiseman,2023,15.0,0.563,21.7,0.6,0.049,-0.4,-4.3,-2.5,-1.8,,,,,,,,,,DET
James Young,2015,8.5,0.457,15.8,0.3,0.047,-0.1,-3.4,-2.5,-0.9,,,,,,,,,,BOS
James Young,2016,3.6,0.384,9.1,0.1,0.013,-0.1,-4.5,-5.3,0.8,-6.5,0.333,17.2,0.0,-0.201,0.0,-15.1,-11.1,-4.0,BOS
James Young,2017,10.0,0.549,13.3,0.3,0.076,0.0,-1.3,-1.7,0.4,9.1,0.5,18.6,0.0,0.014,0.0,-2.2,0.2,-2.4,BOS
James Young,2018,4.6,0.511,12.3,0.1,0.041,-0.1,-6.9,-4.5,-2.4,,,,,,,,,,PHI
JamesOn Curry,2010,,,,0.0,,0.0,-7.0,-6.4,-0.6,,,,,,,,,,LAC
Jamie Feick,1997,11.0,0.402,16.1,0.2,0.014,-0.6,-5.9,-3.6,-2.3,,,,,,,,,,SAS
Jamie Feick,1998,12.1,0.472,13.1,0.9,0.091,0.1,-1.4,-2.5,1.0,,,,,,,,,,MIL
Jamie Feick,1999,14.2,0.555,10.1,2.2,0.124,0.0,-2.1,-0.5,-1.6,,,,,,,,,,BRK
Jamie Feick,2000,12.3,0.477,10.8,4.8,0.103,-0.2,-2.3,-0.9,-1.4,,,,,,,,,,BRK
Jamie Feick,2001,10.2,0.389,10.7,0.2,0.05,0.0,-1.8,-2.3,0.5,,,,,,,,,,BRK
Jamie Watson,1995,9.6,0.552,15.3,0.8,0.055,0.1,-1.6,-3.1,1.6,2.7,0.667,12.3,-0.1,-0.09,-0.1,-6.9,-6.7,-0.2,UTA
Jamie Watson,1996,6.9,0.493,13.9,0.1,0.02,0.0,-2.9,-3.9,1.0,,,,,,,,,,UTA
Jamie Watson,1997,11.5,0.545,14.1,0.3,0.098,0.1,1.9,-2.1,4.0,,,,,,,,,,UTA
Jamie Watson,1999,1.9,0.5,8.2,0.0,-0.024,0.0,-3.7,-3.3,-0.4,,,,,,,,,,MIA
Jamil Wilson,2018,11.4,0.634,14.3,0.5,0.096,0.2,0.2,0.0,0.2,,,,,,,,,,LAC
Jamison Brewer,2002,10.0,0.4,8.4,0.0,0.052,0.0,-1.0,-3.2,2.2,-2.6,0.174,31.0,0.0,-0.214,0.0,-16.8,-12.9,-3.8,IND
Jamison Brewer,2003,13.4,0.525,15.2,0.2,0.106,0.0,-0.9,-0.6,-0.3,,,,,,,,,,IND
Jamison Brewer,2004,6.6,0.425,14.1,0.0,0.014,0.0,-1.5,-3.3,1.8,,,,,,,,,,IND
Jamison Brewer,2005,4.0,0.363,13.7,-0.3,-0.074,-0.1,-4.2,-4.5,0.4,,,,,,,,,,NYK
Jamorko Pickett,2022,7.6,0.491,13.6,0.1,0.015,-0.1,-5.0,-2.8,-2.1,,,,,,,,,,DET
Jan Veselý,2014,14.5,0.503,14.8,0.7,0.109,0.2,0.7,-2.7,3.4,,,,,,,,,,DEN
Jannero Pargo,2003,7.3,0.449,15.3,0.1,0.007,-0.3,-5.4,-5.0,-0.4,6.4,0.446,11.3,0.1,0.027,0.0,-2.5,-3.9,1.4,LAL
Jannero Pargo,2004,1.6,0.438,20.0,-0.2,-0.162,-0.1,-10.3,-7.3,-3.0,,,,,,,,,,LAL
Jannero Pargo,2005,11.1,0.457,26.5,0.2,0.023,0.0,-2.0,-1.8,-0.3,11.9,0.489,34.0,0.0,-0.003,0.1,0.7,1.6,-1.0,CHI
Jannero Pargo,2006,9.9,0.455,25.3,-0.1,-0.008,-0.1,-2.4,-2.2,-0.2,27.8,0.599,41.2,0.1,0.152,0.1,9.4,9.9,-0.5,CHI
Jannero Pargo,2010,8.9,0.429,24.4,-0.3,-0.015,-0.6,-4.8,-3.7,-1.1,1.6,0.3,28.2,0.0,-0.207,0.0,-4.2,0.0,-4.3,CHI
Jannero Pargo,2012,13.6,0.539,21.8,1.3,0.095,0.2,-0.6,0.0,-0.6,7.2,0.381,25.0,0.0,-0.023,0.0,-0.5,-0.9,0.4,ATL
Jannero Pargo,2013,9.7,0.45,18.0,0.1,0.041,0.0,-3.9,-2.0,-1.9,,,,,,,,,,ATL
Jared Butler,2022,12.1,0.509,23.1,0.4,0.057,0.0,-1.6,-2.3,0.7,-15.2,0.0,18.7,0.0,-0.445,0.0,-18.6,-13.3,-5.4,UTA
Jared Cunningham,2013,14.8,0.538,29.6,0.0,0.033,0.0,-1.5,0.4,-1.9,,,,,,,,,,DAL
Jared Cunningham,2014,12.4,0.477,19.1,0.2,0.145,0.0,-1.3,-3.7,2.4,,,,,,,,,,SAC
Jared Cunningham,2015,7.3,0.452,23.2,0.0,-0.023,-0.1,-8.1,-6.1,-2.0,,,,,,,,,,LAC
Jared Cunningham,2016,5.9,0.464,16.6,0.1,0.018,-0.3,-5.6,-5.5,0.0,,,,,,,,,,CLE
Jared Dudley,2009,15.2,0.588,15.6,1.9,0.126,0.5,0.6,0.9,-0.3,,,,,,,,,,PHO
Jared Dudley,2010,13.6,0.612,13.7,5.3,0.129,2.1,2.1,1.4,0.7,15.6,0.62,13.1,1.2,0.153,0.7,5.2,2.7,2.6,PHO
Jared Dudley,2011,15.6,0.598,16.9,5.6,0.126,2.0,1.8,1.5,0.2,,,,,,,,,,PHO
Jared Dudley,2012,15.4,0.575,17.7,5.1,0.121,1.7,1.2,1.6,-0.4,,,,,,,,,,PHO
Jared Dudley,2013,14.9,0.582,17.2,4.8,0.106,1.5,0.6,1.0,-0.4,,,,,,,,,,PHO
