Player,season_start,REG_PER,REG_TS%,REG_USG%,REG_WS,REG_WS/48,REG_VORP,REG_BPM,REG_OBPM,REG_DBPM,POF_PER,POF_TS%,POF_USG%,POF_WS,POF_WS/48,POF_VORP,POF_BPM,POF_OBPM,POF_DBPM,team
Jared Dudley,2014,8.9,0.541,13.5,2.4,0.068,0.2,-1.5,-1.4,-0.1,4.3,0.409,10.6,0.0,0.011,0.0,-3.2,-2.7,-0.5,LAC
Jared Dudley,2015,12.3,0.572,13.5,4.1,0.116,1.1,0.6,-0.5,1.0,17.2,0.605,15.6,0.3,0.143,0.2,6.2,0.8,5.4,MIL
Jared Dudley,2017,10.6,0.579,13.8,1.8,0.064,0.3,-1.0,-1.1,0.1,,,,,,,,,,PHO
Jared Dudley,2018,8.8,0.553,10.2,0.8,0.058,-0.1,-2.5,-3.0,0.5,,,,,,,,,,PHO
Jared Dudley,2020,7.8,0.558,8.0,0.8,0.102,0.1,-0.7,-2.7,2.0,-1.1,0.0,8.4,-0.1,-0.106,0.0,-5.5,-9.1,3.5,LAL
Jared Dudley,2021,4.4,0.333,5.9,0.1,0.053,0.0,-3.5,-4.4,0.9,0.0,,0.0,0.0,0.022,0.0,-5.2,-5.2,0.0,LAL
Jared Harper,2020,-5.3,0.25,21.3,0.0,-0.249,0.0,-15.7,-10.1,-5.6,,,,,,,,,,PHO
Jared Harper,2021,-10.8,0.26,24.4,-0.1,-0.365,-0.1,-22.1,-16.6,-5.5,,,,,,,,,,NYK
Jared Jeffries,2007,8.6,0.473,10.3,1.2,0.043,0.2,-1.6,-2.4,0.8,,,,,,,,,,NYK
Jared Jeffries,2008,7.9,0.433,12.7,0.1,0.002,-0.7,-4.1,-3.4,-0.7,,,,,,,,,,NYK
Jared Jeffries,2009,9.4,0.473,12.5,1.2,0.045,-0.2,-2.6,-3.1,0.4,,,,,,,,,,NYK
Jared Jeffries,2010,9.7,0.524,10.3,1.7,0.057,0.2,-1.5,-2.5,1.0,,,,,,,,,,NYK
Jared Jeffries,2011,7.6,0.403,7.2,0.4,0.046,0.0,-1.7,-2.6,0.9,16.8,0.505,14.4,0.2,0.108,0.1,2.7,1.5,1.1,NYK
Jared Jeffries,2012,10.9,0.484,12.6,1.7,0.109,0.2,-1.0,-2.3,1.4,3.9,0.167,9.7,0.0,-0.062,0.0,-6.0,-4.4,-1.6,NYK
Jared Jeffries,2013,2.4,0.343,10.6,-0.3,-0.042,-0.5,-7.4,-6.8,-0.7,,,,,,,,,,POR
Jared Reiner,2005,2.3,0.331,13.8,0.0,-0.013,-0.2,-8.5,-9.7,1.2,-6.8,0.0,12.1,0.0,-0.178,0.0,-21.1,-15.8,-5.3,CHI
Jared Reiner,2007,4.8,0.348,11.4,-0.1,-0.027,-0.4,-7.8,-6.4,-1.4,,,,,,,,,,MIL
Jared Rhoden,2023,6.5,0.482,10.7,0.1,0.027,-0.2,-6.1,-5.0,-1.1,,,,,,,,,,DET
Jared Sullinger,2013,13.5,0.534,14.9,2.7,0.146,0.0,-1.9,-2.3,0.4,,,,,,,,,,BOS
Jared Sullinger,2014,16.4,0.497,24.1,3.9,0.091,0.3,-1.4,0.1,-1.5,,,,,,,,,,BOS
Jared Sullinger,2015,17.9,0.503,23.6,4.0,0.123,1.2,1.1,1.3,-0.2,21.7,0.596,25.7,0.2,0.118,0.1,4.6,4.1,0.5,BOS
Jared Sullinger,2016,16.7,0.476,21.8,4.8,0.121,1.3,0.6,0.0,0.7,5.6,0.354,26.5,-0.1,-0.077,-0.1,-7.4,-5.3,-2.0,BOS
Jared Terrell,2019,0.7,0.372,19.6,-0.3,-0.14,-0.2,-10.9,-8.5,-2.3,,,,,,,,,,MIN
Jarell Eddie,2017,9.7,0.523,16.2,0.1,0.054,0.0,-2.4,-0.8,-1.7,,,,,,,,,,PHO
Jarell Eddie,2018,4.0,0.0,7.4,0.0,-0.026,0.0,-1.3,-7.0,5.6,,,,,,,,,,BOS
Jarell Martin,2019,9.4,0.528,15.9,0.5,0.073,-0.2,-3.9,-3.7,-0.2,16.8,0.506,24.3,0.0,0.049,0.0,6.3,5.9,0.4,ORL
Jaren Jackson,1995,8.7,0.446,16.6,0.0,0.006,-0.1,-3.3,-3.2,-0.1,,,,,,,,,,PHI
Jaren Jackson,1996,1.5,0.323,16.9,0.0,-0.049,-0.1,-12.2,-10.2,-2.0,,,,,,,,,,HOU
Jaren Jackson,1997,10.1,0.52,16.6,1.6,0.067,0.1,-1.4,-2.1,0.7,-17.3,0.0,12.2,-0.1,-0.33,-0.1,-22.6,-21.8,-0.8,WAS
Jaren Jackson,1998,9.7,0.511,17.1,4.1,0.088,0.3,-1.5,-2.0,0.5,7.7,0.477,16.5,0.4,0.054,0.0,-2.2,-2.7,0.5,SAS
Jaren Jackson,1999,12.5,0.5,18.3,2.1,0.119,0.7,1.0,-0.6,1.7,12.1,0.512,22.5,0.6,0.084,0.2,0.5,-0.5,1.0,SAS
Jaren Jackson,2000,9.7,0.503,15.7,3.1,0.087,0.6,-0.5,-1.3,0.8,3.3,0.21,11.4,0.0,0.001,0.0,-2.7,-4.0,1.4,SAS
Jaren Jackson,2001,10.4,0.477,18.1,0.2,0.087,0.0,-1.7,-2.8,1.1,,,,,,,,,,SAS
Jaren Jackson,2002,7.2,0.503,14.5,0.0,0.015,-0.1,-3.7,-3.7,0.0,-19.9,,9.7,0.0,-0.267,0.0,-29.5,-28.8,-0.8,ORL
Jarnell Stokes,2016,21.8,0.595,19.2,0.1,0.222,0.0,3.7,2.0,1.7,,,,,,,,,,MIA
Jarnell Stokes,2017,31.5,0.798,11.4,0.1,0.48,0.0,16.8,4.9,11.9,,,,,,,,,,DEN
Jaron Blossomgame,2019,10.2,0.51,12.2,0.3,0.03,-0.2,-3.8,-1.9,-1.8,,,,,,,,,,CLE
Jarred Vanderbilt,2019,12.4,0.513,19.4,0.1,0.037,0.0,-4.2,-5.2,1.0,11.3,,0.0,0.0,0.086,0.0,3.5,-1.3,4.8,DEN
Jarred Vanderbilt,2020,7.2,0.714,14.8,0.0,-0.042,0.0,-6.4,-7.3,0.9,,,,,,,,,,DEN
Jarred Vanderbilt,2021,16.2,0.612,12.3,3.1,0.132,0.5,-0.1,-1.4,1.4,,,,,,,,,,MIN
Jarred Vanderbilt,2022,15.3,0.612,10.9,6.0,0.153,1.1,0.2,-0.8,1.0,12.0,0.525,12.1,0.3,0.098,0.0,-0.5,-1.8,1.2,MIN
Jarred Vanderbilt,2023,16.0,0.607,14.1,3.6,0.139,1.1,1.5,0.0,1.5,10.3,0.501,14.5,0.3,0.061,0.0,-1.2,-3.1,1.9,UTA
Jarrell Brantley,2020,8.0,0.416,16.3,0.0,-0.006,-0.1,-4.6,-5.3,0.7,-5.3,0.085,24.8,-0.1,-0.287,-0.1,-21.7,-16.9,-4.8,UTA
Jarrell Brantley,2021,16.6,0.605,19.0,0.5,0.172,0.1,2.2,0.6,1.6,-19.3,0.266,42.5,0.0,-0.754,0.0,-28.1,-19.3,-8.8,UTA
Jarrell Brantley,2023,18.5,0.739,18.1,0.1,0.16,0.1,3.5,3.1,0.4,,,,,,,,,,UTA
Jarrett Allen,2021,19.8,0.649,16.8,5.0,0.155,1.1,0.8,1.2,-0.4,,,,,,,,,,CLE
Jarrett Allen,2022,23.0,0.698,18.1,8.5,0.224,2.7,3.9,2.7,1.2,,,,,,,,,,CLE
Jarrett Allen,2023,19.9,0.67,16.4,9.5,0.205,2.4,2.4,1.3,1.0,13.9,0.608,10.2,0.6,0.15,0.2,2.4,0.6,1.8,CLE
Jarrett Culver,2020,9.6,0.467,19.2,-0.1,-0.004,-0.8,-4.0,-3.3,-0.7,,,,,,,,,,MIN
Jarrett Culver,2021,8.8,0.476,18.2,-0.1,-0.006,-0.5,-5.6,-4.5,-1.1,,,,,,,,,,MIN
Jarrett Culver,2023,9.5,0.452,17.1,0.0,0.014,-0.1,-4.2,-4.8,0.6,,,,,,,,,,ATL
Jarrett Jack,2006,12.3,0.528,17.8,1.2,0.035,-0.4,-3.1,-1.7,-1.4,,,,,,,,,,POR
Jarrett Jack,2007,14.5,0.571,18.0,4.8,0.087,0.9,-0.7,0.2,-0.9,,,,,,,,,,POR
Jarrett Jack,2008,13.0,0.558,19.3,3.2,0.069,0.5,-1.2,-0.8,-0.4,,,,,,,,,,POR
Jarrett Jack,2009,13.1,0.554,18.5,4.1,0.073,0.4,-1.4,-1.0,-0.5,,,,,,,,,,IND
Jarrett Jack,2013,15.9,0.542,21.0,5.6,0.115,1.4,0.5,1.1,-0.6,17.4,0.588,22.3,1.0,0.118,0.3,1.0,0.9,0.0,GSW
Jarrett Jack,2014,11.5,0.498,17.8,2.3,0.049,-0.1,-2.1,-1.6,-0.5,,,,,,,,,,CLE
Jarrett Jack,2018,11.5,0.489,16.7,1.2,0.036,-0.3,-2.8,-1.6,-1.3,,,,,,,,,,NYK
Jarrod Uthoff,2017,13.9,0.487,18.1,0.2,0.083,0.0,-2.2,-1.6,-0.7,,,,,,,,,,DAL
Jarron Collins,2002,11.5,0.532,15.0,3.3,0.111,-0.5,-3.3,-2.1,-1.2,9.4,0.583,21.7,0.0,0.039,0.0,-5.2,-3.8,-1.4,UTA
Jarron Collins,2003,8.2,0.53,14.5,0.7,0.078,-0.2,-4.0,-3.1,-0.9,,,,,,,,,,UTA
Jarron Collins,2004,11.1,0.587,13.1,4.2,0.117,0.0,-2.0,-1.7,-0.3,,,,,,,,,,UTA
Jarron Collins,2005,8.0,0.509,11.7,1.1,0.057,-0.4,-3.8,-3.0,-0.8,,,,,,,,,,UTA
Jarron Collins,2006,11.0,0.551,11.7,3.9,0.107,-0.1,-2.1,-2.2,0.0,,,,,,,,,,UTA
Jarron Collins,2007,8.0,0.494,12.0,1.3,0.067,-0.2,-2.9,-2.8,-0.1,7.0,0.455,7.1,0.2,0.09,0.0,-1.5,-3.0,1.5,UTA
Jarron Collins,2008,6.1,0.515,8.7,1.0,0.07,-0.3,-3.4,-3.3,-0.1,7.1,0.0,6.8,0.0,0.006,0.0,-1.0,-2.0,0.9,UTA
Jarron Collins,2009,5.8,0.502,10.9,0.2,0.047,-0.2,-6.1,-4.5,-1.6,9.3,0.469,10.7,0.1,0.108,0.0,-3.4,-3.3,-0.1,UTA
Jarron Collins,2010,3.7,0.405,8.8,0.1,0.01,-0.3,-6.7,-5.4,-1.3,1.3,0.378,7.5,0.0,-0.012,-0.1,-6.2,-5.4,-0.7,PHO
Jarron Collins,2011,1.8,0.438,6.9,0.0,0.0,-0.2,-7.8,-7.1,-0.7,,,,,,,,,,LAC
Jarron Cumberland,2022,8.4,0.5,7.2,0.0,0.079,0.0,-6.6,-4.4,-2.2,,,,,,,,,,POR
Jarvis Hayes,2008,13.0,0.52,21.1,2.9,0.108,0.5,-0.6,-1.0,0.4,7.1,0.383,27.3,-0.1,-0.049,0.0,-4.2,-3.5,-0.7,DET
Jarvis Hayes,2009,10.8,0.537,16.6,2.1,0.055,-0.1,-2.2,-1.4,-0.8,,,,,,,,,,BRK
Jarvis Hayes,2010,9.7,0.521,16.2,0.8,0.038,-0.2,-2.9,-2.2,-0.7,,,,,,,,,,BRK
Jarvis Varnado,2013,-4.1,0.333,9.6,-0.1,-0.122,-0.1,-13.5,-13.0,-0.5,,,,,,,,,,MIA
Jarvis Varnado,2014,13.4,0.597,11.7,0.8,0.115,0.0,-2.2,-3.4,1.3,,,,,,,,,,PHI
Jason Caffey,1996,7.9,0.474,19.4,0.4,0.038,-0.7,-7.1,-6.1,-1.1,,,,,,,,,,CHI
Jason Caffey,1997,14.3,0.574,18.3,3.9,0.134,-0.2,-2.5,-1.2,-1.2,12.5,0.523,14.3,0.4,0.117,0.1,-0.5,-0.7,0.2,CHI
Jason Caffey,1998,14.4,0.548,18.4,2.0,0.138,0.1,-1.4,-1.5,0.2,,,,,,,,,,CHI
Jason Caffey,1999,10.2,0.481,20.0,0.5,0.028,-0.6,-4.8,-3.9,-0.9,,,,,,,,,,GSW
Jason Caffey,2000,12.4,0.515,19.4,1.6,0.035,-1.1,-4.0,-2.3,-1.7,,,,,,,,,,GSW
Jason Caffey,2001,13.7,0.544,16.6,3.5,0.114,-0.1,-2.2,-1.2,-1.0,8.3,0.444,14.3,0.3,0.041,-0.2,-4.8,-3.2,-1.6,MIL
Jason Caffey,2002,11.2,0.544,18.2,0.3,0.056,-0.2,-5.5,-3.2,-2.2,,,,,,,,,,MIL
Jason Caffey,2003,10.5,0.501,18.3,0.6,0.031,-0.7,-4.9,-3.1,-1.8,,,,,,,,,,MIL
Jason Collier,2001,7.4,0.435,19.2,0.0,-0.001,-0.2,-6.5,-4.5,-2.0,,,,,,,,,,HOU
Jason Collier,2002,11.1,0.486,15.5,0.4,0.057,-0.3,-5.2,-3.1,-2.1,,,,,,,,,,HOU
Jason Collier,2003,15.0,0.488,17.3,0.3,0.126,0.0,-1.4,0.4,-1.9,,,,,,,,,,HOU
Jason Collier,2004,14.6,0.558,19.5,1.2,0.105,-0.2,-3.6,-1.7,-1.9,,,,,,,,,,ATL
Jason Collier,2005,11.0,0.494,22.4,0.0,0.0,-1.1,-6.7,-3.6,-3.1,,,,,,,,,,ATL
Jason Collins,2002,10.7,0.5,13.5,3.0,0.104,0.0,-2.1,-2.6,0.6,7.3,0.493,12.1,0.3,0.066,-0.2,-4.7,-4.6,-0.1,BRK
Jason Collins,2003,9.9,0.521,12.5,4.7,0.119,0.0,-2.0,-3.0,0.9,10.6,0.496,11.6,1.5,0.136,0.2,-0.7,-2.1,1.4,BRK
Jason Collins,2004,10.0,0.497,11.9,4.9,0.105,0.3,-1.5,-2.9,1.3,5.7,0.444,10.6,0.3,0.055,-0.1,-2.8,-4.3,1.6,BRK
Jason Collins,2005,8.6,0.471,11.7,3.9,0.073,-0.6,-2.9,-4.0,1.1,0.3,0.268,9.0,-0.2,-0.086,-0.2,-8.7,-7.2,-1.5,BRK
Jason Collins,2006,5.5,0.425,9.0,2.0,0.051,-0.9,-3.8,-5.3,1.5,3.0,0.447,6.9,0.2,0.037,-0.3,-5.7,-5.8,0.1,BRK
Jason Collins,2007,3.0,0.408,7.1,0.6,0.015,-1.8,-5.8,-6.3,0.4,1.8,0.542,6.1,0.2,0.03,-0.3,-5.5,-6.2,0.6,BRK
Jason Collins,2008,2.0,0.43,6.2,0.0,-0.002,-0.9,-7.0,-6.8,-0.2,,,,,,,,,,BRK
Jason Collins,2009,3.3,0.346,10.1,-0.2,-0.018,-0.6,-7.2,-6.9,-0.2,,,,,,,,,,MIN
Jason Collins,2010,0.9,0.335,11.6,-0.1,-0.044,-0.2,-8.8,-8.3,-0.5,17.1,0.6,28.5,0.0,0.13,0.0,-9.9,-8.8,-1.1,ATL
Jason Collins,2011,5.4,0.539,9.2,0.6,0.049,-0.4,-4.8,-5.3,0.4,3.8,0.599,7.0,0.2,0.048,-0.1,-4.7,-6.2,1.5,ATL
Jason Collins,2012,3.7,0.418,8.6,0.2,0.025,-0.3,-6.1,-5.8,-0.3,-2.2,0.545,11.9,-0.1,-0.067,-0.1,-9.2,-9.8,0.6,ATL
Jason Collins,2013,3.0,0.511,7.5,0.3,0.049,-0.4,-7.0,-7.7,0.8,,,,,,,,,,BOS
Jason Hart,2001,1.7,1.0,13.6,0.0,-0.159,0.0,-10.2,-5.7,-4.4,,,,,,,,,,MIL
Jason Hart,2002,13.5,0.601,15.0,0.3,0.142,0.0,0.0,-3.7,3.6,,,,,,,,,,SAS
Jason Hart,2004,12.3,0.497,14.5,1.9,0.139,0.4,0.2,-2.8,3.0,15.5,0.55,15.9,0.2,0.137,0.1,1.8,-2.2,4.1,SAS
Jason Hart,2006,7.1,0.444,16.2,0.1,0.006,-0.6,-4.7,-5.1,0.4,1.2,0.36,16.2,-0.2,-0.148,-0.1,-8.0,-7.1,-1.0,SAC
Jason Hart,2007,12.0,0.491,15.1,1.2,0.075,0.1,-1.2,-2.7,1.5,,,,,,,,,,LAC
Jason Hart,2008,8.0,0.413,16.8,0.4,0.033,-0.2,-3.3,-4.1,0.8,8.0,0.5,15.1,0.0,0.01,0.0,-3.6,-1.5,-2.0,UTA
Jason Hart,2009,6.1,0.352,16.3,-0.4,-0.058,-0.3,-5.8,-5.9,0.1,14.1,0.5,7.2,0.1,0.164,0.0,7.6,-2.6,10.3,LAC
Jason Hart,2010,9.3,0.0,8.7,0.0,-0.028,0.0,3.8,-6.1,9.9,,,,,,,,,,MIN
Jason Kapono,2004,10.2,0.519,16.8,0.5,0.056,-0.1,-2.6,-1.5,-1.1,,,,,,,,,,CLE
Jason Kapono,2006,9.0,0.54,14.7,1.2,0.085,-0.1,-2.8,-2.3,-0.5,0.0,,0.0,0.0,0.033,0.0,-0.5,-1.2,0.8,MIA
Jason Kapono,2007,13.8,0.613,17.9,4.2,0.114,0.7,-0.5,0.5,-1.0,8.0,0.559,11.6,0.1,0.047,0.0,-2.7,-2.0,-0.7,MIA
Jason Kapono,2010,8.4,0.527,15.9,0.5,0.023,-0.5,-4.0,-1.9,-2.2,,,,,,,,,,PHI
Jason Kapono,2011,1.6,0.277,12.7,-0.2,-0.07,-0.2,-7.4,-5.7,-1.7,,,,,,,,,,PHI
Jason Kapono,2012,4.5,0.476,10.7,0.1,0.021,-0.2,-4.6,-4.1,-0.5,,,,,,,,,,LAL
Jason Kidd,1995,15.1,0.471,19.0,3.7,0.066,2.1,1.2,0.6,0.6,,,,,,,,,,DAL
Jason Kidd,1996,17.8,0.468,24.3,4.3,0.068,3.0,2.0,2.3,-0.3,,,,,,,,,,DAL
Jason Kidd,1997,18.0,0.519,17.1,3.3,0.136,1.4,2.8,1.5,1.3,15.2,0.489,15.9,0.2,0.048,0.2,2.4,1.4,0.9,PHO
Jason Kidd,1998,16.4,0.502,17.6,8.0,0.123,4.0,3.1,1.5,1.6,16.3,0.438,20.5,0.1,0.042,0.2,3.7,0.4,3.3,PHO
Jason Kidd,1999,22.5,0.527,21.4,8.1,0.188,3.9,5.5,4.4,1.1,16.0,0.488,20.2,0.1,0.033,0.1,1.1,2.6,-1.5,PHO
Jason Kidd,2000,18.4,0.498,20.0,8.5,0.156,4.2,4.3,2.3,2.0,14.3,0.5,16.0,0.4,0.075,0.3,3.3,1.5,1.8,PHO
Jason Kidd,2001,19.4,0.51,22.7,9.6,0.15,4.8,4.2,2.4,1.7,15.3,0.384,22.0,0.1,0.038,0.2,3.5,2.5,1.0,PHO
Jason Kidd,2002,19.1,0.484,22.5,8.9,0.14,5.0,4.5,3.0,1.5,21.7,0.492,25.8,2.3,0.139,1.6,6.0,4.6,1.4,BRK
Jason Kidd,2003,22.2,0.526,25.9,11.3,0.182,6.5,6.6,4.8,1.8,19.2,0.514,25.0,2.6,0.149,1.6,5.5,3.9,1.6,BRK
Jason Kidd,2004,19.7,0.485,24.6,7.2,0.141,4.2,4.7,3.4,1.3,16.1,0.456,19.4,1.1,0.112,0.6,3.5,2.0,1.5,BRK
Jason Kidd,2005,19.5,0.506,21.3,7.2,0.143,4.1,4.6,3.3,1.4,16.1,0.48,20.1,0.2,0.061,0.3,4.1,2.7,1.4,BRK
Jason Kidd,2006,19.2,0.526,19.1,10.1,0.163,5.5,5.4,2.8,2.6,16.4,0.464,17.7,1.0,0.11,0.6,3.3,2.4,1.0,BRK
Jason Kidd,2007,19.4,0.516,19.4,9.3,0.152,4.9,4.7,3.1,1.5,22.0,0.55,19.9,2.1,0.207,1.3,8.6,5.0,3.6,BRK
Jason Kidd,2008,15.7,0.483,18.9,2.5,0.064,2.0,2.2,1.4,0.8,15.3,0.518,13.0,0.3,0.067,0.2,2.2,1.0,1.2,BRK
Jason Kidd,2009,16.9,0.55,13.5,8.5,0.141,4.0,3.6,1.6,1.9,16.8,0.621,13.7,1.0,0.127,0.6,3.8,2.3,1.5,DAL
Jason Kidd,2010,17.2,0.577,14.5,8.9,0.148,4.5,4.2,2.5,1.7,13.5,0.468,11.6,0.6,0.124,0.3,2.3,-0.2,2.5,DAL
Jason Kidd,2011,14.4,0.5,14.3,6.4,0.116,3.3,2.8,0.9,2.0,15.7,0.56,15.1,1.9,0.121,1.3,4.8,2.1,2.7,DAL
Jason Kidd,2012,13.1,0.524,12.7,3.0,0.104,1.2,1.6,-0.8,2.4,16.7,0.507,18.0,0.2,0.079,0.3,5.6,1.6,4.0,DAL
Jason Kidd,2013,13.5,0.532,11.6,5.4,0.128,2.7,3.3,0.6,2.7,5.1,0.213,7.6,0.1,0.014,0.0,-2.1,-4.0,1.9,NYK
Jason Lawson,1998,21.5,0.67,12.3,0.5,0.28,0.1,4.8,1.1,3.7,,,,,,,,,,ORL
Jason Maxiell,2006,8.0,0.414,24.9,-0.2,-0.054,-0.3,-9.2,-6.4,-2.8,,,,,,,,,,DET
Jason Maxiell,2007,14.4,0.518,18.9,1.8,0.091,0.0,-2.0,-2.6,0.5,18.6,0.649,16.5,0.6,0.187,0.2,4.0,0.8,3.1,DET
Jason Maxiell,2008,16.7,0.576,17.0,6.3,0.171,0.8,-0.1,-0.3,0.2,15.1,0.608,11.8,1.2,0.152,0.5,3.2,-0.2,3.4,DET
Jason Maxiell,2009,15.8,0.58,14.7,4.1,0.141,0.5,-0.6,-0.5,-0.2,13.7,0.537,11.9,0.1,0.099,0.1,1.3,1.3,0.0,DET
Jason Maxiell,2010,14.0,0.531,16.4,2.6,0.081,-0.3,-2.7,-1.4,-1.3,,,,,,,,,,DET
Jason Maxiell,2011,9.4,0.51,13.9,0.5,0.024,-0.6,-4.4,-3.3,-1.1,,,,,,,,,,DET
Jason Maxiell,2012,11.7,0.493,15.8,1.7,0.057,-0.5,-3.2,-2.6,-0.6,,,,,,,,,,DET
Jason Maxiell,2013,11.3,0.478,15.3,1.8,0.047,-0.6,-3.4,-3.3,-0.1,,,,,,,,,,DET
Jason Maxiell,2014,8.1,0.459,12.4,0.3,0.029,-0.3,-4.2,-4.2,0.0,,,,,,,,,,ORL
Jason Miskiri,2000,-12.4,0.0,14.9,0.0,-0.205,0.0,-18.6,-17.6,-1.0,,,,,,,,,,CHO
Jason Preston,2023,10.3,0.489,18.3,0.1,0.021,0.0,-2.6,-2.1,-0.5,0.0,,0.0,0.0,-0.048,0.0,-7.6,-4.9,-2.8,LAC
Jason Richardson,2002,13.8,0.487,21.5,2.9,0.052,0.7,-0.9,0.1,-1.0,,,,,,,,,,GSW
Jason Richardson,2003,14.8,0.501,23.0,3.7,0.066,1.0,-0.5,1.0,-1.6,,,,,,,,,,GSW
Jason Richardson,2004,16.8,0.504,25.8,5.2,0.085,1.9,0.5,1.1,-0.6,,,,,,,,,,GSW
Jason Richardson,2005,19.0,0.518,27.1,5.7,0.1,3.0,2.5,2.8,-0.4,,,,,,,,,,GSW
Jason Richardson,2006,19.2,0.538,27.6,7.3,0.122,3.7,3.1,3.4,-0.3,,,,,,,,,,GSW
Jason Richardson,2007,15.5,0.512,22.3,3.0,0.085,1.2,0.8,1.4,-0.6,17.6,0.577,21.3,1.0,0.117,0.4,2.1,2.5,-0.4,GSW
Jason Richardson,2009,16.9,0.581,20.4,4.7,0.119,1.6,1.2,2.2,-1.0,,,,,,,,,,PHO
Jason Richardson,2010,16.6,0.574,20.8,6.6,0.128,2.3,1.7,2.2,-0.5,22.3,0.636,22.3,2.3,0.207,1.1,6.5,6.1,0.4,PHO
Jason Richardson,2011,13.2,0.543,18.6,5.0,0.125,1.7,1.6,0.4,1.3,9.7,0.459,17.9,0.3,0.1,0.1,-0.3,-1.0,0.7,ORL
Jason Richardson,2012,13.3,0.502,20.2,2.8,0.084,1.1,0.7,0.3,0.4,12.6,0.489,21.2,0.1,0.028,0.1,1.0,0.4,0.6,ORL
Jason Richardson,2013,12.6,0.495,18.5,1.4,0.07,0.4,-0.5,-0.9,0.5,,,,,,,,,,PHI
Jason Richardson,2015,11.7,0.458,21.3,0.4,0.045,0.1,-1.3,-0.9,-0.4,,,,,,,,,,PHI
Jason Sasser,1997,4.9,0.447,15.8,0.0,-0.03,-0.1,-8.1,-7.2,-0.8,,,,,,,,,,SAS
Jason Smith,2008,10.7,0.491,16.1,1.5,0.067,-0.4,-3.5,-3.6,0.1,12.8,0.506,12.4,0.2,0.094,0.1,1.2,-0.6,1.8,PHI
Jason Smith,2010,10.6,0.491,15.8,0.7,0.048,-0.4,-4.3,-3.9,-0.4,,,,,,,,,,PHI
Jason Smith,2015,12.0,0.497,19.7,1.2,0.032,-0.8,-3.8,-2.4,-1.4,,,,,,,,,,NYK
Jason Smith,2016,14.6,0.513,22.1,1.8,0.072,-0.1,-2.2,-2.5,0.3,,,,,,,,,,ORL
Jason Smith,2019,6.3,0.468,19.8,0.0,-0.02,-0.1,-6.9,-6.8,-0.1,,,,,,,,,,MIL
Jason Terry,2000,13.9,0.497,19.2,1.9,0.047,0.5,-1.0,-0.4,-0.6,,,,,,,,,,ATL
Jason Terry,2001,17.3,0.531,25.5,6.5,0.1,2.6,1.3,2.3,-1.0,,,,,,,,,,ATL
Jason Terry,2002,19.2,0.549,23.6,8.6,0.139,3.9,3.2,3.3,-0.1,,,,,,,,,,ATL
Jason Terry,2003,18.2,0.549,22.6,7.4,0.116,3.0,1.8,3.0,-1.2,,,,,,,,,,ATL
Jason Terry,2004,16.2,0.519,23.2,5.1,0.08,1.7,0.3,1.4,-1.1,,,,,,,,,,ATL
Jason Terry,2005,18.4,0.606,18.0,8.5,0.171,3.2,3.3,3.0,0.3,18.8,0.634,18.4,1.4,0.135,0.8,4.5,4.1,0.4,DAL
Jason Terry,2006,18.4,0.575,22.2,9.6,0.165,3.7,3.3,3.6,-0.2,16.1,0.52,24.4,1.9,0.107,0.9,2.4,2.6,-0.2,DAL
Jason Terry,2007,18.9,0.587,21.3,10.8,0.182,4.3,4.0,3.9,0.1,12.5,0.51,22.2,0.0,0.003,0.0,-2.0,0.2,-2.3,DAL
Jason Terry,2008,17.8,0.574,21.7,8.6,0.16,3.3,3.1,2.6,0.4,16.3,0.593,18.4,0.4,0.113,0.3,4.2,4.0,0.1,DAL
Jason Terry,2009,19.3,0.571,25.5,7.3,0.14,3.1,2.9,3.3,-0.3,12.0,0.514,22.7,0.1,0.017,0.0,-2.1,0.8,-2.9,DAL
Jason Terry,2010,16.5,0.552,23.0,6.5,0.123,2.2,1.5,1.6,-0.1,11.8,0.5,22.1,0.3,0.077,0.1,-0.1,0.3,-0.4,DAL
Jason Terry,2011,15.9,0.545,24.7,5.3,0.1,1.9,0.9,1.0,-0.1,20.3,0.604,24.0,2.6,0.179,1.1,4.6,3.4,1.2,DAL
Jason Terry,2012,15.7,0.54,23.3,3.8,0.092,1.7,1.4,1.7,-0.3,12.5,0.579,18.4,0.2,0.052,0.1,-0.1,1.2,-1.3,DAL
Jason Terry,2013,12.8,0.566,18.0,4.0,0.091,1.0,-0.2,0.0,-0.2,14.8,0.612,17.2,0.6,0.147,0.3,3.5,1.9,1.6,BOS
Jason Terry,2015,11.4,0.579,14.3,3.6,0.104,1.0,0.5,-0.1,0.6,10.1,0.553,13.8,0.5,0.054,0.2,-0.4,-0.8,0.4,HOU
Jason Terry,2016,10.2,0.54,15.0,1.5,0.057,0.1,-1.6,-0.7,-0.9,5.5,0.445,14.0,0.0,-0.011,-0.1,-4.4,-3.1,-1.3,HOU
Jason Terry,2017,9.1,0.6,9.8,2.1,0.075,0.4,-0.9,-1.4,0.5,6.7,0.407,14.3,0.0,0.032,0.0,-1.7,-3.7,2.0,MIL
Jason Terry,2018,8.1,0.525,10.1,0.7,0.042,0.0,-2.0,-2.6,0.6,5.5,0.6,6.6,0.0,0.038,0.0,-2.0,-0.7,-1.2,MIL
Jason Thompson,2009,13.9,0.54,19.3,2.7,0.057,-1.3,-4.2,-2.0,-2.2,,,,,,,,,,SAC
