PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,SEASON_TYPE
1628386,2023-24,00,1610612739,CLE,26.0,4,4,31.8,6.3,9.3,0.676,0.0,0.0,0.0,4.5,6.5,0.692,3.8,10.0,13.8,1.3,1.3,1.0,1.3,2.0,17.0,playoffs
1628386,2024-25,00,1610612739,CLE,27.0,9,9,29.0,4.9,6.8,0.721,0.0,0.0,0.0,3.7,3.9,0.943,2.3,6.1,8.4,1.3,1.4,0.9,1.9,1.7,13.4,playoffs
1628386,2025-26,00,1610612739,CLE,28.0,18,18,29.4,4.8,7.6,0.635,0.0,0.0,0.0,3.1,5.3,0.579,3.2,4.0,7.2,1.1,1.0,1.7,0.9,2.0,12.7,playoffs
1630631,2021-22,00,1610612740,NOP,24.0,54,1,15.4,2.4,5.4,0.446,0.6,2.0,0.291,0.7,1.0,0.679,0.5,1.4,1.9,2.8,1.3,0.1,0.7,1.4,6.1,regular
1630631,2022-23,00,1610612740,NOP,25.0,61,10,21.5,3.3,8.0,0.411,1.4,4.0,0.336,1.1,1.3,0.813,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,9.0,regular
1630631,2023-24,00,1610612740,NOP,26.0,56,0,18.4,2.5,6.2,0.412,1.4,3.7,0.377,0.6,0.9,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6,7.1,regular
1630631,2024-25,00,1610612740,NOP,27.0,56,23,24.4,3.6,9.3,0.392,2.0,5.5,0.359,1.1,1.3,0.811,0.5,1.9,2.4,4.6,1.3,0.3,1.5,1.6,10.3,regular
1630631,2025-26,00,1610612740,NOP,28.0,41,0,21.9,2.9,6.8,0.418,1.7,4.7,0.363,0.5,0.6,0.833,0.4,2.4,2.8,3.1,0.9,0.1,1.1,2.0,7.9,regular
1630631,2025-26,00,1610612752,NYK,28.0,28,3,16.9,2.5,6.0,0.414,1.1,3.4,0.33,0.5,0.8,0.682,0.4,1.7,2.0,3.8,1.0,0.1,1.1,1.8,6.6,regular
1630631,2025-26,00,0,TOT,28.0,69,3,19.9,2.7,6.5,0.416,1.5,4.2,0.352,0.5,0.7,0.761,0.4,2.1,2.5,3.4,1.0,0.1,1.1,1.9,7.4,regular
1630631,2021-22,00,1610612740,NOP,24.0,6,0,19.5,2.7,5.5,0.485,1.0,2.7,0.375,1.7,2.2,0.769,0.3,1.0,1.3,1.5,1.2,0.2,1.2,3.0,8.0,playoffs
1630631,2023-24,00,1610612740,NOP,26.0,4,0,15.5,0.8,5.0,0.15,0.3,3.5,0.071,0.0,0.0,0.0,0.0,1.0,1.0,2.3,1.3,0.3,1.0,0.8,1.8,playoffs
1630631,2025-26,00,1610612752,NYK,28.0,14,0,8.6,1.7,3.5,0.49,0.7,1.8,0.4,0.2,0.2,1.0,0.0,1.1,1.1,1.1,0.7,0.1,0.6,0.9,4.4,playoffs
203937,2014-15,00,1610612759,SAS,21.0,33,8,10.8,0.9,2.7,0.348,0.1,0.3,0.273,0.3,0.4,0.643,0.2,2.0,2.2,0.8,0.5,0.2,0.3,0.8,2.2,regular
203937,2015-16,00,1610612759,SAS,22.0,78,11,16.0,1.8,3.8,0.468,0.2,0.5,0.324,0.8,1.1,0.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5,regular
