Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season
20,Anthony Black,PG,22,ORL,7,0,28.0,2.9,7.7,.370,1.0,3.1,.318,1.9,4.6,.406,.435,1.9,3.0,.619,0.3,2.9,3.1,1.4,2.1,0.7,0.7,2.7,8.6,2026
21,Adem Bona,C,22,PHI,10,3,9.6,0.8,1.6,.500,0.0,0.0,,0.8,1.6,.500,.500,1.0,1.6,.625,1.1,1.0,2.1,0.1,0.1,0.7,1.1,2.3,2.6,2026
22,Devin Booker,SG,29,PHO,4,4,38.3,7.3,15.8,.460,1.3,5.0,.250,6.0,10.8,.558,.500,5.5,7.0,.786,2.5,1.8,4.3,4.8,0.3,0.3,4.0,3.8,21.3,2026
23,Jamaree Bouyea,PG,26,PHO,4,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.3,0.5,.500,0.3,0.5,0.8,0.3,0.3,0.0,0.0,0.0,1.3,2026
24,Tony Bradley,C,28,ATL,4,0,10.3,0.8,1.0,.750,0.3,0.3,1.000,0.5,0.8,.667,.875,1.0,1.5,.667,0.3,2.5,2.8,0.8,0.5,0.8,0.3,1.8,2.8,2026
25,Christian Braun,SG,24,DEN,6,6,31.2,2.5,6.0,.417,1.0,2.3,.429,1.5,3.7,.409,.500,2.3,3.2,.737,0.3,3.2,3.5,1.7,1.0,0.8,0.7,2.2,8.3,2026
26,Mikal Bridges,SF,29,NYK,15,15,31.5,5.9,10.1,.583,1.0,2.9,.341,4.9,7.1,.682,.632,1.5,1.5,.957,0.5,2.6,3.1,2.5,1.2,0.3,1.0,1.9,14.2,2026
27,Dillon Brooks,SF,30,PHO,4,4,37.3,9.8,21.3,.459,3.5,8.0,.438,6.3,13.3,.472,.541,3.0,3.0,1.000,1.3,4.8,6.0,1.8,0.3,0.3,1.5,4.5,26.0,2026
28,Johni Broome,C,23,PHI,2,0,4.0,1.5,3.0,.500,0.5,2.0,.250,1.0,1.0,1.000,.583,0.0,0.0,,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,3.5,2026
29,Bruce Brown,SG,29,DEN,6,0,19.3,2.5,5.7,.441,0.5,1.8,.273,2.0,3.8,.522,.485,0.8,1.5,.556,0.5,2.2,2.7,1.7,1.7,0.0,1.5,2.7,6.3,2026
30,Jaylen Brown,SF,29,BOS,7,7,35.6,9.3,20.4,.455,2.4,6.0,.405,6.9,14.4,.475,.514,4.7,6.6,.717,1.6,4.1,5.7,3.3,0.9,1.1,3.6,3.0,25.7,2026
31,Jalen Brunson,PG,29,NYK,15,15,36.2,9.9,20.7,.476,2.2,6.5,.340,7.7,14.3,.537,.529,5.1,6.1,.846,0.4,2.4,2.8,6.3,0.9,0.0,2.4,2.1,27.1,2026
32,Carter Bryant,PF,20,SAS,18,0,9.4,1.1,2.2,.475,0.6,1.5,.370,0.5,0.7,.692,.600,0.1,0.3,.333,0.5,1.4,1.9,0.8,0.1,0.3,0.7,1.9,2.8,2026
33,Thomas Bryant,C,28,CLE,9,0,4.6,0.7,2.3,.286,0.2,1.3,.167,0.4,1.0,.444,.333,0.3,0.3,1.000,0.3,0.9,1.2,0.2,0.2,0.1,0.2,0.4,1.9,2026
34,Jamal Cain,SF,26,ORL,7,3,17.6,1.7,4.1,.414,0.4,1.7,.250,1.3,2.4,.529,.466,0.7,1.6,.455,1.0,2.4,3.4,0.6,0.3,0.4,0.7,2.0,4.6,2026
35,Toumani Camara,PF,25,POR,5,5,33.0,2.2,7.6,.289,1.4,5.4,.259,0.8,2.2,.364,.382,1.2,1.2,1.000,1.6,3.8,5.4,1.2,1.4,0.6,1.4,2.6,7.0,2026
36,Clint Capela,C,31,HOU,4,0,5.5,0.8,2.0,.375,0.0,0.0,,0.8,2.0,.375,.375,0.0,0.0,,1.3,0.5,1.8,0.3,0.0,0.3,0.3,0.3,1.5,2026
37,Jevon Carter,PG,30,ORL,3,0,5.7,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.0,0.0,,0.3,0.3,0.7,0.7,0.3,0.0,0.0,0.0,0.7,2026
38,Wendell Carter Jr.,C,26,ORL,7,7,33.9,3.6,6.9,.521,0.7,2.6,.278,2.9,4.3,.667,.573,3.1,4.4,.710,2.9,4.1,7.0,2.9,0.6,1.7,1.4,4.0,11.0,2026
39,Alex Caruso,SG,31,OKC,15,0,23.5,3.7,7.7,.478,2.2,4.9,.446,1.5,2.7,.537,.622,1.5,1.8,.815,0.4,2.6,3.0,2.1,1.4,0.5,0.9,2.1,11.0,2026
40,Stephon Castle,PG,21,SAS,19,19,33.5,6.3,13.2,.478,1.6,4.5,.353,4.7,8.7,.542,.538,4.8,5.9,.821,1.5,3.6,5.1,6.5,0.9,0.4,3.6,3.8,19.1,2026
41,Julian Champagnie,SF,24,SAS,19,19,30.5,3.9,8.6,.454,2.7,6.7,.402,1.2,1.9,.639,.610,1.1,1.4,.769,1.0,5.0,6.0,1.5,1.3,0.6,0.5,2.3,11.5,2026
42,Sidy Cissoko,SF,21,POR,4,0,6.5,1.0,2.5,.400,0.5,1.3,.400,0.5,1.3,.400,.500,0.3,0.3,1.000,0.5,0.8,1.3,0.3,1.0,0.0,0.3,1.0,2.8,2026
43,Jaylen Clark,SG,24,MIN,6,0,9.5,0.5,2.0,.250,0.3,1.3,.250,0.2,0.7,.250,.333,0.3,0.3,1.000,0.3,0.8,1.2,0.5,0.2,0.2,0.0,1.0,1.7,2026
44,Jordan Clarkson,SG,33,NYK,15,0,11.4,1.9,4.1,.468,0.1,0.9,.143,1.8,3.2,.563,.484,1.0,1.3,.789,1.1,0.7,1.7,0.7,0.2,0.1,0.8,1.5,5.0,2026
45,Donovan Clingan,C,21,POR,5,5,21.4,2.8,9.2,.304,1.0,5.0,.200,1.8,4.2,.429,.359,0.4,0.8,.500,2.8,5.0,7.8,2.2,0.2,0.6,0.6,2.8,7.0,2026
46,Amir Coffey,SG,28,PHO,4,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2026
47,Mike Conley,PG,38,MIN,12,5,14.0,1.6,3.2,.500,1.1,2.2,.500,0.5,1.0,.500,.671,0.2,0.2,1.000,0.1,1.2,1.3,2.7,0.7,0.0,0.4,1.3,4.4,2026
48,Cade Cunningham,PG,24,DET,14,14,40.9,9.1,21.0,.432,2.9,7.3,.402,6.1,13.7,.448,.502,7.1,8.2,.861,0.9,4.2,5.1,7.5,1.1,0.6,5.6,3.1,28.1,2026
49,Tristan Da Silva,SF,24,ORL,7,0,15.3,1.6,4.1,.379,0.7,2.3,.313,0.9,1.9,.462,.466,0.3,0.6,.500,1.0,1.9,2.9,0.1,0.1,0.0,0.7,1.1,4.1,2026
50,PacÃ´me Dadiet,SG,20,NYK,7,0,5.7,1.1,2.3,.500,0.4,1.1,.375,0.7,1.1,.625,.594,0.1,0.3,.500,0.3,0.7,1.0,0.4,0.3,0.0,0.3,0.1,2.9,2026
51,Dyson Daniels,SG,22,ATL,6,6,27.7,3.0,6.8,.439,0.7,2.3,.286,2.3,4.5,.519,.488,0.7,1.0,.667,1.5,4.7,6.2,5.0,1.8,0.3,1.8,2.0,7.3,2026
52,JD Davison,PG,23,HOU,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2026
53,Mohamed Diawara,SF,20,NYK,6,0,7.2,0.5,2.2,.231,0.2,1.0,.167,0.3,1.2,.286,.269,0.0,0.0,,0.2,1.3,1.5,1.0,0.2,0.0,0.5,0.5,1.2,2026
54,Gradey Dick,SG,22,TOR,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2026
55,Donte DiVincenzo,SG,29,MIN,4,4,24.0,4.0,8.0,.500,2.8,5.8,.478,1.3,2.3,.556,.672,0.0,0.5,.000,0.0,3.8,3.8,4.0,1.8,0.0,1.0,2.5,10.8,2026
56,Luguentz Dort,SF,26,OKC,15,15,22.3,2.0,5.5,.366,1.3,4.3,.308,0.7,1.1,.588,.488,0.1,0.3,.500,0.7,2.0,2.7,1.3,0.5,0.1,0.5,2.7,5.5,2026
57,Ayo Dosunmu,SG,26,MIN,10,4,29.2,5.7,11.4,.500,1.7,4.0,.425,4.0,7.4,.541,.575,2.5,2.7,.926,0.7,2.9,3.6,4.1,0.9,0.4,1.5,2.8,15.6,2026
58,Andre Drummond,C,32,PHI,11,1,12.9,1.5,2.1,.696,0.4,0.7,.500,1.1,1.4,.800,.783,0.6,0.9,.700,1.1,3.2,4.3,0.6,0.4,0.2,0.8,2.5,3.9,2026
59,Ryan Dunn,SF,23,PHO,4,0,8.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.5,1.5,0.5,0.0,0.0,0.8,0.5,0.0,2026
60,Kevin Durant,SF,37,HOU,1,1,41.0,7.0,12.0,.583,1.0,4.0,.250,6.0,8.0,.750,.625,8.0,9.0,.889,2.0,4.0,6.0,4.0,1.0,1.0,9.0,4.0,23.0,2026
61,Jalen Duren,C,22,DET,14,14,30.1,4.0,7.8,.514,0.0,0.0,,4.0,7.8,.514,.514,2.2,3.3,.674,3.3,5.2,8.5,2.1,0.6,1.2,2.3,3.4,10.2,2026
62,Tari Eason,PF,24,HOU,6,4,32.5,5.2,10.8,.477,1.7,5.0,.333,3.5,5.8,.600,.554,1.8,2.2,.846,2.0,4.7,6.7,1.7,2.5,0.7,0.8,3.7,13.8,2026
63,VJ Edgecombe,SG,20,PHI,11,11,37.0,5.5,13.2,.414,1.9,6.5,.292,3.5,6.6,.534,.486,1.2,1.6,.722,2.1,4.0,6.1,3.4,1.0,0.4,1.6,2.6,14.0,2026
64,Anthony Edwards,SG,24,MIN,10,8,32.4,7.7,18.0,.428,2.0,6.3,.317,5.7,11.7,.487,.483,4.2,5.1,.824,0.5,5.2,5.7,2.7,0.5,0.7,2.5,2.9,21.6,2026
65,Justin Edwards,SF,22,PHI,9,0,12.1,1.2,3.6,.344,0.4,2.0,.222,0.8,1.6,.500,.406,0.4,0.8,.571,0.7,1.6,2.2,0.4,0.0,0.1,0.7,1.7,3.3,2026
66,Keon Ellis,SG,26,CLE,12,0,7.4,0.4,1.3,.333,0.4,1.2,.357,0.0,0.1,.000,.500,0.3,0.4,.800,0.3,0.9,1.2,0.3,0.6,0.1,0.5,0.8,1.6,2026
67,Joel Embiid,C,31,PHI,7,7,33.3,8.1,17.7,.460,0.7,4.0,.179,7.4,13.7,.542,.480,7.0,8.4,.831,1.1,6.1,7.3,5.4,0.3,0.9,2.1,2.4,24.0,2026
68,Dorian Finney-Smith,PF,32,HOU,4,0,12.3,0.5,3.5,.143,0.5,2.8,.182,0.0,0.8,.000,.214,0.5,0.5,1.000,0.3,1.8,2.0,0.3,0.3,0.3,0.5,1.5,2.0,2026
69,Rasheer Fleming,PF,21,PHO,4,0,4.5,0.8,1.3,.600,0.8,1.3,.600,0.0,0.0,,.900,0.0,0.0,,0.3,0.0,0.3,0.0,0.5,0.3,0.3,0.5,2.3,2026
70,De'Aaron Fox,PG,28,SAS,17,17,32.9,6.1,14.4,.424,1.4,4.6,.295,4.8,9.8,.485,.471,2.3,3.2,.722,0.6,3.4,4.0,5.9,1.2,0.3,1.9,2.6,15.9,2026
71,Luka Garza,C,27,BOS,7,1,8.4,1.4,2.9,.500,0.6,1.9,.308,0.9,1.0,.857,.600,1.0,1.1,.875,1.0,0.7,1.7,0.9,0.0,0.1,0.1,2.0,4.4,2026
72,Paul George,PF,35,PHI,11,11,35.8,5.9,12.9,.458,3.2,6.5,.493,2.7,6.5,.423,.581,1.4,1.8,.750,0.5,3.4,3.9,3.0,1.3,0.5,2.0,2.5,16.4,2026
73,Shai Gilgeous-Alexander,PG,27,OKC,15,15,36.3,8.8,19.0,.463,1.2,3.9,.305,7.6,15.1,.504,.495,8.8,9.9,.892,0.4,2.5,2.9,7.9,1.3,0.9,3.1,2.3,27.6,2026
74,Collin Gillespie,PG,26,PHO,4,3,28.5,4.0,9.0,.444,2.5,6.3,.400,1.5,2.8,.545,.583,0.0,0.3,.000,1.5,3.5,5.0,3.8,1.3,0.3,1.0,3.0,10.5,2026
75,Rudy Gobert,C,33,MIN,12,12,31.0,2.8,5.8,.493,0.0,0.2,.000,2.8,5.6,.507,.493,1.5,3.2,.474,3.5,5.8,9.3,2.3,1.2,1.1,1.3,2.8,7.2,2026
76,Hugo GonzÃ¡lez,SF,19,BOS,4,0,4.8,0.0,0.8,.000,0.0,0.8,.000,0.0,0.0,,.000,0.0,0.5,.000,0.3,0.8,1.0,0.5,0.0,0.3,0.3,1.0,0.0,2026
77,Jordan Goodwin,PG,27,PHO,1,1,5.0,1.0,4.0,.250,0.0,3.0,.000,1.0,1.0,1.000,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2026
78,Aaron Gordon,PF,30,DEN,3,3,29.7,4.0,10.0,.400,1.0,4.7,.214,3.0,5.3,.563,.450,2.3,3.3,.700,1.3,4.0,5.3,2.3,0.0,0.3,0.3,3.0,11.3,2026
79,Jerami Grant,PF,31,POR,5,0,22.4,3.0,8.6,.349,1.0,3.0,.333,2.0,5.6,.357,.407,3.4,3.6,.944,0.4,1.4,1.8,0.4,1.0,0.2,0.6,2.2,10.4,2026
80,Jalen Green,SG,23,PHO,4,4,37.8,8.0,20.8,.386,1.8,8.5,.206,6.3,12.3,.510,.428,4.0,5.0,.800,1.3,4.0,5.3,3.5,2.0,0.3,3.3,2.0,21.8,2026
81,Javonte Green,SG,32,DET,11,0,12.0,0.8,2.7,.300,0.6,2.5,.259,0.2,0.3,.667,.417,0.5,0.5,.833,0.2,1.6,1.8,0.3,0.5,0.5,0.3,1.3,2.7,2026
82,Jeff Green,PF,39,HOU,2,0,5.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2026
83,Quentin Grimes,SG,25,PHI,11,0,22.1,2.1,5.3,.397,1.3,3.2,.400,0.8,2.1,.391,.517,1.3,1.5,.875,0.2,2.5,2.7,2.3,0.3,0.5,0.5,1.9,6.7,2026
84,Mouhamed Gueye,PF,23,ATL,6,0,8.3,0.7,2.3,.286,0.2,1.7,.100,0.5,0.7,.750,.321,0.2,0.3,.500,0.8,0.8,1.7,0.7,0.2,0.0,0.2,1.5,1.7,2026
85,Rui Hachimura,PF,27,LAL,10,10,38.6,6.7,12.2,.549,3.3,5.8,.569,3.4,6.4,.531,.684,0.8,1.1,.727,0.6,3.4,4.0,1.7,0.9,0.6,0.9,2.8,17.5,2026
86,Yang Hansen,C,20,POR,4,0,1.3,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2026
87,Tim Hardaway Jr.,SG,33,DEN,6,0,23.3,3.2,7.5,.422,1.3,3.8,.348,1.8,3.7,.500,.511,3.2,4.0,.792,1.0,2.3,3.3,0.8,0.7,0.3,0.7,1.7,10.8,2026
88,James Harden,PG,36,CLE,18,18,37.3,5.7,13.8,.410,2.1,7.1,.299,3.6,6.8,.525,.486,5.7,6.9,.831,0.7,4.4,5.1,5.5,1.7,0.7,4.7,2.6,19.2,2026
89,Dylan Harper,SG,19,SAS,19,2,25.7,4.8,9.1,.529,0.9,2.5,.354,3.9,6.5,.597,.578,2.7,3.2,.852,1.3,4.2,5.5,2.5,1.1,0.2,1.6,2.2,13.2,2026
90,Ron Harper Jr.,SF,25,BOS,6,1,4.2,0.7,1.5,.444,0.5,1.0,.500,0.2,0.5,.333,.611,0.0,0.0,,0.2,0.5,0.7,0.2,0.5,0.0,0.0,0.2,1.8,2026
91,Tobias Harris,PF,33,DET,14,14,34.6,6.5,15.3,.425,1.4,4.6,.292,5.1,10.6,.483,.470,3.7,4.5,.825,1.1,6.1,7.2,1.6,1.5,0.8,1.1,2.6,18.1,2026
92,Josh Hart,SF,30,NYK,15,15,32.6,4.2,9.7,.434,1.3,4.6,.290,2.9,5.1,.566,.503,1.1,1.8,.630,1.1,8.0,9.1,4.7,1.9,0.2,1.9,2.5,10.9,2026
93,Isaiah Hartenstein,C,27,OKC,15,15,23.3,3.8,6.0,.633,0.0,0.1,.000,3.8,5.9,.640,.633,1.5,2.0,.767,3.3,5.0,8.3,2.6,0.8,0.7,1.7,3.2,9.1,2026
94,Sam Hauser,PF,28,BOS,7,6,23.4,2.7,6.6,.413,2.3,5.4,.421,0.4,1.1,.375,.587,0.0,0.0,,1.3,3.0,4.3,0.9,0.1,0.1,0.3,1.4,7.7,2026
95,Jaxson Hayes,C,25,LAL,10,0,16.3,1.9,2.8,.679,0.0,0.1,.000,1.9,2.7,.704,.679,1.9,2.7,.704,1.5,1.7,3.2,0.7,0.3,0.8,1.0,2.7,5.7,2026
96,Scoot Henderson,PG,21,POR,5,5,29.0,5.6,11.8,.475,2.6,5.6,.464,3.0,6.2,.484,.585,1.2,1.6,.750,0.4,1.2,1.6,1.2,0.8,0.2,1.8,3.4,15.0,2026
97,Buddy Hield,SG,33,ATL,2,0,6.5,2.0,2.5,.800,1.0,1.0,1.000,1.0,1.5,.667,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,2026
98,Haywood Highsmith,SF,29,PHO,2,0,5.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.5,1.0,1.5,0.5,0.0,0.0,1.0,0.0,0.0,2026
99,Aaron Holiday,PG,29,HOU,6,0,11.2,1.0,3.7,.273,0.7,2.5,.267,0.3,1.2,.286,.364,0.0,0.0,,0.0,0.3,0.3,0.5,0.3,0.2,0.5,1.0,2.7,2026
100,Jrue Holiday,PG,35,POR,5,5,38.4,6.2,15.4,.403,2.4,6.8,.353,3.8,8.6,.442,.481,1.6,1.8,.889,1.6,3.8,5.4,7.2,1.4,0.4,3.2,3.0,16.4,2026
101,Ron Holland,SF,20,DET,9,0,6.4,0.4,1.4,.308,0.2,0.9,.250,0.2,0.6,.400,.385,0.3,0.6,.600,0.1,1.4,1.6,0.1,0.4,0.2,0.3,1.0,1.4,2026
102,DaRon Holmes,PF,23,DEN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2026
103,Chet Holmgren,PF,23,OKC,15,15,30.6,5.5,9.7,.568,1.0,2.8,.357,4.5,6.9,.654,.620,2.9,3.5,.827,2.0,6.2,8.2,1.1,1.1,1.5,1.3,2.3,14.9,2026
104,Jett Howard,SF,22,ORL,1,0,3.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026
105,Kevin Huerter,SG,27,DET,5,0,9.2,0.4,1.4,.286,0.4,1.0,.400,0.0,0.4,.000,.429,0.0,0.0,,0.0,1.0,1.0,1.4,0.4,0.0,0.4,0.4,1.2,2026
106,Ariel Hukporti,C,23,NYK,8,0,8.8,0.6,1.4,.455,0.0,0.1,.000,0.6,1.3,.500,.455,0.9,1.9,.467,1.6,2.3,3.9,0.3,0.3,0.6,0.6,2.1,2.1,2026
107,Bones Hyland,PG,25,MIN,10,0,11.6,1.5,5.0,.300,0.9,3.4,.265,0.6,1.6,.375,.390,0.7,0.8,.875,0.3,1.0,1.3,1.5,0.4,0.1,0.8,1.1,4.6,2026
108,Oso Ighodaro,PF,23,PHO,4,4,32.3,3.3,6.0,.542,0.0,0.0,,3.3,6.0,.542,.542,1.0,1.5,.667,3.0,4.0,7.0,4.0,0.5,0.8,1.8,3.8,7.5,2026
109,Joe Ingles,SF,38,MIN,3,0,4.7,0.7,1.0,.667,0.7,1.0,.667,0.0,0.0,,1.000,0.3,0.7,.500,0.3,0.3,0.7,0.0,0.7,0.0,0.3,0.0,2.3,2026
110,Brandon Ingram,SF,28,TOR,5,5,29.6,3.8,11.6,.328,1.0,2.6,.385,2.8,9.0,.311,.371,3.4,4.6,.739,0.4,2.8,3.2,2.2,0.6,0.8,2.0,2.0,12.0,2026
111,Trayce Jackson-Davis,C,25,TOR,3,0,1.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.7,0.7,1.000,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.7,0.7,2026
112,Bronny James,SG,21,LAL,8,0,5.3,0.6,1.3,.500,0.3,0.8,.333,0.4,0.5,.750,.600,0.0,0.0,,0.4,0.0,0.4,0.9,0.1,0.0,0.5,0.6,1.5,2026
113,LeBron James,SF,41,LAL,10,10,38.4,8.4,18.3,.459,1.7,5.2,.327,6.7,13.1,.511,.505,4.7,6.3,.746,0.4,6.3,6.7,7.3,1.3,0.3,3.8,1.6,23.2,2026
114,Daniss Jenkins,PG,24,DET,14,3,22.7,3.1,8.7,.361,1.1,4.2,.271,2.0,4.5,.444,.426,1.7,2.2,.774,0.9,1.7,2.6,3.0,0.4,0.4,0.7,1.6,9.1,2026
115,Isaiah Joe,SG,26,OKC,13,0,11.0,1.8,4.2,.418,1.2,3.5,.348,0.5,0.7,.778,.564,0.1,0.1,1.000,0.4,1.0,1.4,1.1,0.5,0.1,0.4,1.3,4.8,2026
116,Cameron Johnson,SF,29,DEN,6,6,31.0,5.2,10.3,.500,1.8,5.8,.314,3.3,4.5,.741,.589,2.0,2.8,.706,0.5,2.7,3.2,2.3,1.0,0.3,1.0,3.0,14.2,2026
117,Jalen Johnson,SF,24,ATL,6,6,35.7,6.7,15.3,.435,1.5,5.2,.290,5.2,10.2,.508,.484,4.7,5.3,.875,1.0,6.7,7.7,5.2,0.8,0.3,2.3,3.3,19.5,2026
118,Keldon Johnson,SF,26,SAS,19,0,18.1,3.1,7.5,.413,1.0,2.7,.365,2.1,4.8,.440,.479,1.2,1.8,.629,1.3,1.9,3.2,0.9,0.6,0.2,1.1,2.3,8.4,2026
119,Nikola JokiÄ,C,30,DEN,6,6,39.5,9.0,20.2,.446,1.2,6.0,.194,7.8,14.2,.553,.475,6.7,7.2,.930,1.5,11.7,13.2,9.5,1.0,0.8,3.8,3.5,25.8,2026
120,Spencer Jones,SF,24,DEN,6,3,24.2,2.2,3.2,.684,1.5,2.2,.692,0.7,1.0,.667,.921,0.7,0.8,.800,0.5,1.5,2.0,0.3,0.7,1.2,0.7,3.3,6.5,2026
121,Tyus Jones,PG,29,DEN,3,0,10.0,1.3,2.7,.500,0.0,0.3,.000,1.3,2.3,.571,.500,0.3,0.7,.500,0.0,0.0,0.0,1.7,0.7,0.0,0.0,1.0,3.0,2026
122,Luke Kennard,SG,29,LAL,10,5,32.6,3.9,8.0,.488,1.8,3.8,.474,2.1,4.2,.500,.600,1.9,2.3,.826,0.3,3.2,3.5,2.3,0.9,0.1,1.4,1.6,11.5,2026
