Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season
122,Chris Livingston,SF,21,MIL,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2025
123,Kevon Looney,C,28,GSW,12,0,10.0,0.8,1.9,.435,0.0,0.0,,0.8,1.9,.435,.435,0.5,0.7,.750,1.4,2.2,3.6,0.3,0.4,0.3,0.2,2.3,2.2,2025
124,Brook Lopez,C,36,MIL,5,4,14.8,1.6,4.4,.364,0.8,3.0,.267,0.8,1.4,.571,.455,1.0,1.0,1.000,0.6,1.0,1.6,0.8,0.2,1.0,0.8,2.2,5.0,2025
125,Bennedict Mathurin,SF,22,IND,22,0,17.5,3.1,6.7,.459,0.8,2.7,.300,2.3,4.0,.568,.520,4.0,4.7,.864,1.2,2.1,3.3,0.9,0.4,0.3,1.2,1.9,11.0,2025
126,Miles McBride,SG,24,NYK,18,0,18.9,1.9,5.0,.378,1.2,3.3,.373,0.7,1.7,.387,.500,0.8,0.9,.824,0.2,1.0,1.2,1.0,0.4,0.1,0.6,1.2,5.8,2025
127,T.J. McConnell,PG,32,IND,23,0,17.5,4.1,7.6,.537,0.3,0.8,.421,3.7,6.8,.551,.560,1.0,1.2,.815,0.5,2.7,3.3,4.0,0.9,0.1,1.9,1.1,9.5,2025
128,Jaden McDaniels,PF,24,MIN,15,15,33.1,5.8,11.3,.515,1.4,3.7,.382,4.4,7.6,.579,.577,1.7,1.9,.893,1.8,3.8,5.6,1.5,1.3,0.9,1.2,3.3,14.7,2025
129,Sam Merrill,SG,28,CLE,8,3,19.9,1.9,5.0,.375,1.8,4.9,.359,0.1,0.1,1.000,.550,0.3,0.4,.667,0.9,1.6,2.5,1.8,0.5,0.3,0.3,2.3,5.8,2025
130,Jordan Miller,SF,25,LAC,3,0,4.3,1.0,2.3,.429,0.0,0.3,.000,1.0,2.0,.500,.429,0.3,0.7,.500,0.0,0.7,0.7,1.3,1.0,0.0,0.0,0.0,2.3,2025
131,Leonard Miller,SF,21,MIN,3,0,4.3,2.0,2.7,.750,0.3,0.3,1.000,1.7,2.3,.714,.813,0.0,0.0,,1.0,0.7,1.7,0.0,0.0,0.0,0.3,0.0,4.3,2025
132,Patty Mills,PG,36,LAC,1,0,4.0,1.0,2.0,.500,1.0,1.0,1.000,0.0,1.0,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2025
133,Shake Milton,SG,28,LAL,2,0,2.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2025
134,Josh Minott,SF,22,MIN,5,0,4.6,0.4,1.6,.250,0.2,1.2,.167,0.2,0.4,.500,.313,0.0,0.0,,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.2,1.0,2025
135,Ajay Mitchell,SG,22,OKC,12,0,7.0,1.3,2.9,.457,0.4,1.1,.385,0.9,1.8,.500,.529,0.3,0.4,.800,0.3,0.5,0.8,0.8,0.2,0.0,0.5,0.6,3.4,2025
136,Davion Mitchell,PG,26,MIA,4,3,35.5,6.3,10.3,.610,1.8,3.5,.500,4.5,6.8,.667,.695,0.8,1.8,.429,0.5,1.8,2.3,6.3,0.8,0.3,2.0,2.8,15.0,2025
137,Donovan Mitchell,SG,28,CLE,9,9,32.0,9.6,21.6,.443,3.1,9.3,.333,6.4,12.2,.527,.515,7.3,9.9,.742,1.2,3.4,4.7,3.9,1.9,0.3,1.9,2.0,29.6,2025
138,Evan Mobley,PF,23,CLE,8,8,32.1,6.4,10.9,.586,1.8,3.9,.452,4.6,7.0,.661,.667,2.6,3.1,.840,2.6,5.5,8.1,1.6,1.1,1.0,1.4,1.3,17.1,2025
139,Moses Moody,SG,22,GSW,12,2,16.1,2.3,6.7,.350,1.3,3.8,.333,1.1,2.9,.371,.444,1.2,1.4,.824,0.8,1.4,2.2,1.2,0.5,0.3,0.3,1.3,7.1,2025
140,Ja Morant,PG,25,MEM,3,3,27.3,7.3,17.7,.415,1.3,5.3,.250,6.0,12.3,.486,.453,2.3,3.7,.636,0.3,1.7,2.0,5.0,0.7,0.7,2.0,1.0,18.3,2025
141,Jamal Murray,PG,27,DEN,14,14,41.3,7.9,17.9,.444,2.4,6.9,.354,5.5,11.0,.500,.512,3.5,4.0,.875,0.6,4.2,4.9,5.2,1.2,0.8,3.1,2.2,21.8,2025
142,Andrew Nembhard,SG,25,IND,23,23,33.4,4.6,9.7,.471,1.7,3.7,.465,2.8,6.0,.474,.561,1.6,2.0,.804,0.6,2.6,3.2,4.7,1.5,0.2,1.8,2.7,12.5,2025
143,Aaron Nesmith,SF,25,IND,23,23,28.3,4.3,9.2,.472,2.6,5.3,.492,1.7,3.9,.444,.613,1.3,1.6,.861,1.2,4.5,5.7,1.1,0.9,0.8,1.0,4.1,12.7,2025
144,Zeke Nnaji,PF,24,DEN,6,0,5.7,0.2,1.3,.125,0.2,1.0,.167,0.0,0.3,.000,.188,0.7,1.2,.571,0.5,0.7,1.2,0.3,0.2,0.3,0.3,1.0,1.2,2025
145,Chuma Okeke,PF,26,CLE,3,0,4.3,0.3,1.3,.250,0.3,1.3,.250,0.0,0.0,,.375,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,1.0,2025
146,Isaac Okoro,SG,24,CLE,9,0,14.2,1.7,3.3,.500,0.7,1.8,.375,1.0,1.6,.643,.600,0.6,0.9,.625,0.4,0.8,1.2,0.6,0.7,0.1,0.4,1.4,4.6,2025
147,Cameron Payne,PG,30,NYK,14,0,7.3,0.9,2.6,.324,0.4,1.5,.238,0.5,1.1,.438,.392,0.1,0.2,.333,0.0,0.6,0.6,0.6,0.4,0.1,0.5,1.6,2.1,2025
148,Gary Payton II,SG,32,GSW,11,1,16.4,1.9,4.3,.447,0.8,2.1,.391,1.1,2.2,.500,.543,0.0,0.0,,0.9,1.3,2.2,1.5,0.9,0.0,0.5,1.9,4.6,2025
149,Jalen Pickett,SG,25,DEN,8,0,7.1,0.6,1.9,.333,0.4,1.1,.333,0.3,0.8,.333,.433,0.0,0.0,,0.0,0.9,0.9,0.6,0.0,0.1,0.8,0.4,1.6,2025
150,Scotty Pippen Jr.,PG,24,MEM,4,4,32.3,5.5,14.5,.379,2.5,7.0,.357,3.0,7.5,.400,.466,4.8,4.8,1.000,1.0,4.5,5.5,3.5,1.0,0.3,3.5,4.8,18.3,2025
151,Brandin Podziemski,SG,21,GSW,12,11,32.1,4.0,11.0,.364,1.8,5.6,.328,2.2,5.4,.400,.447,1.4,2.0,.708,1.3,3.7,5.0,3.1,1.3,0.2,1.5,1.5,11.3,2025
152,Craig Porter Jr.,PG,24,CLE,6,0,5.8,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.5,1.0,1.5,0.5,0.3,0.3,0.3,2.0,2025
153,Kevin Porter Jr.,SG,24,MIL,5,1,30.2,3.8,9.6,.396,1.4,3.0,.467,2.4,6.6,.364,.469,2.2,2.6,.846,0.6,3.0,3.6,5.4,0.8,0.0,1.8,2.4,11.2,2025
154,Michael Porter Jr.,SF,26,DEN,14,14,31.1,3.4,8.6,.392,1.7,5.0,.343,1.6,3.6,.460,.492,0.7,1.0,.714,1.0,4.5,5.5,0.6,0.6,0.4,0.9,1.9,9.1,2025
155,Bobby Portis,PF,29,MIL,5,1,31.6,6.0,13.6,.441,2.0,5.6,.357,4.0,8.0,.500,.515,0.0,0.2,.000,1.6,6.6,8.2,1.4,0.4,0.4,1.2,1.6,14.0,2025
156,Kristaps PorziÅÄ£is,C,29,BOS,11,7,21.0,2.3,7.2,.316,0.4,2.4,.154,1.9,4.8,.396,.342,2.8,4.1,.689,1.9,2.7,4.6,0.7,0.9,0.8,0.9,2.4,7.7,2025
157,Quinten Post,PF,24,GSW,12,2,12.2,1.3,4.0,.333,0.8,2.7,.313,0.5,1.3,.375,.438,0.3,0.3,.750,0.5,1.8,2.3,1.0,0.3,0.3,0.5,1.7,3.8,2025
158,Norman Powell,SG,31,LAC,7,7,34.0,6.0,12.7,.472,2.0,5.7,.350,4.0,7.0,.571,.551,2.0,2.6,.778,0.1,2.3,2.4,2.4,1.1,0.3,1.7,2.1,16.0,2025
159,Taurean Prince,SF,30,MIL,5,2,12.2,0.4,2.0,.200,0.4,1.8,.222,0.0,0.2,.000,.300,0.0,0.0,,0.0,1.0,1.0,1.6,0.4,0.2,1.0,0.6,1.2,2025
160,Payton Pritchard,PG,27,BOS,11,0,27.5,4.1,9.0,.455,2.5,6.1,.403,1.6,2.9,.563,.591,1.3,1.5,.824,0.8,1.5,2.3,1.5,0.5,0.0,0.8,1.7,11.9,2025
161,Neemias Queta,C,25,BOS,4,0,3.3,1.3,1.5,.833,0.0,0.0,,1.3,1.5,.833,.833,0.0,0.0,,0.5,0.0,0.5,0.5,0.3,0.0,0.0,0.5,2.5,2025
162,Julius Randle,PF,30,MIN,15,15,35.5,7.7,15.3,.502,2.0,5.2,.385,5.7,10.1,.563,.568,4.4,5.0,.880,1.8,4.1,5.9,4.9,0.8,0.1,3.3,3.0,21.7,2025
163,Austin Reaves,SG,26,LAL,5,5,39.2,6.0,14.6,.411,3.0,9.4,.319,3.0,5.2,.577,.514,1.2,1.4,.857,0.8,4.6,5.4,3.6,0.2,0.6,2.8,3.6,16.2,2025
164,Paul Reed,C,25,DET,5,0,10.6,1.0,1.6,.625,0.0,0.0,,1.0,1.6,.625,.625,0.8,1.2,.667,1.4,1.6,3.0,0.2,1.0,0.6,1.0,1.6,2.8,2025
165,Naz Reid,C,25,MIN,15,0,25.0,3.7,7.3,.509,1.7,4.2,.397,2.1,3.1,.660,.623,1.3,1.7,.760,1.1,3.7,4.7,1.7,0.7,0.9,1.9,2.9,10.4,2025
166,Duncan Robinson,SF,30,MIA,4,0,14.8,1.3,3.5,.357,1.0,3.0,.333,0.3,0.5,.500,.500,0.8,1.0,.750,0.0,1.0,1.0,0.3,0.0,0.0,1.5,1.5,4.3,2025
167,Mitchell Robinson,C,26,NYK,18,4,20.6,1.7,2.8,.608,0.0,0.0,,1.7,2.8,.608,.608,1.2,3.1,.393,3.7,3.3,7.1,0.4,0.9,0.8,0.7,2.1,4.7,2025
168,Ryan Rollins,PG,22,MIL,3,1,10.0,1.3,4.3,.308,0.7,2.3,.286,0.7,2.0,.333,.385,0.0,0.0,,0.3,0.3,0.7,1.3,0.3,0.0,0.0,1.3,3.3,2025
169,Gui Santos,PF,22,GSW,10,0,7.2,0.9,1.7,.529,0.4,1.0,.400,0.5,0.7,.714,.647,0.4,0.6,.667,0.3,0.9,1.2,0.8,0.3,0.1,0.6,1.0,2.6,2025
170,Baylor Scheierman,SG,24,BOS,4,0,5.5,0.8,2.5,.300,0.5,1.3,.400,0.3,1.3,.200,.400,0.0,0.0,,0.3,0.8,1.0,0.0,0.0,0.0,0.3,0.5,2.0,2025
171,Dennis SchrÃ¶der,PG,31,DET,6,0,27.3,4.3,8.8,.491,1.7,3.5,.476,2.7,5.3,.500,.585,2.2,2.7,.813,0.7,1.7,2.3,3.7,1.2,0.2,1.2,2.0,12.5,2025
172,Alperen ÅengÃ¼n,C,22,HOU,7,7,36.6,8.4,18.7,.450,0.4,1.1,.375,8.0,17.6,.455,.462,3.6,5.7,.625,3.0,8.9,11.9,5.3,1.9,0.4,2.1,3.7,20.9,2025
173,Landry Shamet,SG,27,NYK,11,0,7.5,0.8,1.8,.450,0.6,1.4,.467,0.2,0.5,.400,.625,0.1,0.4,.250,0.0,0.4,0.4,0.7,0.1,0.0,0.4,0.5,2.4,2025
174,Terrence Shannon Jr.,SG,24,MIN,9,0,6.3,1.4,3.0,.481,0.3,0.9,.375,1.1,2.1,.526,.537,1.3,1.3,1.000,0.1,1.0,1.1,0.3,0.4,0.0,0.3,1.0,4.6,2025
175,Ben Sheppard,SG,23,IND,21,0,14.0,1.1,2.4,.471,0.7,1.8,.395,0.4,0.6,.692,.618,0.2,0.2,1.000,0.4,1.5,1.9,0.4,0.4,0.0,0.5,1.8,3.2,2025
176,Reed Sheppard,PG,20,HOU,3,0,3.3,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.7,0.3,0.3,0.3,0.0,2025
177,Pascal Siakam,PF,30,IND,23,23,33.5,7.6,14.8,.513,1.5,3.6,.427,6.1,11.3,.541,.565,3.8,5.3,.713,1.3,5.0,6.3,3.4,1.2,0.7,1.3,2.9,20.5,2025
178,Ben Simmons,PG,28,LAC,5,0,8.4,0.4,1.2,.333,0.0,0.0,,0.4,1.2,.333,.333,0.0,0.0,,0.6,0.8,1.4,0.8,0.2,0.8,0.4,2.2,0.8,2025
179,Jericho Sims,C,26,MIL,5,0,11.6,1.2,1.2,1.000,0.0,0.0,,1.2,1.2,1.000,1.000,0.4,0.6,.667,2.2,1.8,4.0,0.2,0.0,0.2,1.0,1.0,2.8,2025
180,Jabari Smith Jr.,PF,21,HOU,7,0,20.4,2.4,4.9,.500,1.4,3.1,.455,1.0,1.7,.583,.647,1.1,1.4,.800,1.0,2.9,3.9,0.6,0.1,0.7,1.4,0.9,7.4,2025
181,Pat Spencer,PG,28,GSW,8,0,7.9,2.0,3.1,.640,0.1,0.4,.333,1.9,2.8,.682,.660,0.4,0.4,1.000,0.6,0.8,1.4,0.8,0.4,0.0,0.8,1.1,4.5,2025
182,Lamar Stevens,PF,27,MEM,2,0,6.0,1.0,4.5,.222,0.0,1.5,.000,1.0,3.0,.333,.222,0.0,0.0,,0.0,2.0,2.0,0.5,0.0,0.0,0.5,0.5,2.0,2025
183,Isaiah Stewart,C,23,DET,1,0,19.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,1.0,4.0,5.0,1.0,0.0,2.0,0.0,5.0,2.0,2025
184,Julian Strawther,SG,22,DEN,9,0,9.8,1.4,3.3,.433,0.7,1.3,.500,0.8,2.0,.389,.533,0.7,0.8,.857,0.4,0.6,1.0,0.2,0.2,0.1,0.6,1.2,4.2,2025
185,Max Strus,SF,28,CLE,9,9,28.1,4.1,9.9,.416,2.9,7.4,.388,1.2,2.4,.500,.562,0.6,0.7,.833,1.8,3.9,5.7,3.9,0.7,0.2,0.8,2.6,11.7,2025
186,Jayson Tatum,PF,26,BOS,8,8,40.3,9.3,21.9,.423,3.6,9.8,.372,5.6,12.1,.464,.506,6.0,6.8,.889,1.1,10.4,11.5,5.4,2.1,0.8,3.3,2.6,28.1,2025
187,Amen Thompson,SF,22,HOU,7,7,33.0,6.0,12.1,.494,0.1,0.6,.250,5.9,11.6,.506,.500,3.6,5.1,.694,2.7,4.1,6.9,3.3,1.7,0.9,1.7,2.6,15.7,2025
188,Ausar Thompson,SF,22,DET,6,6,22.5,4.0,7.0,.571,0.0,0.3,.000,4.0,6.7,.600,.571,3.5,6.0,.583,1.3,3.8,5.2,1.0,1.2,0.8,1.8,4.2,11.5,2025
189,Tristan Thompson,C,33,CLE,3,0,9.7,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.3,1.0,.333,0.7,4.3,5.0,0.3,0.3,0.7,0.7,0.7,2.3,2025
190,Xavier Tillman Sr.,C,26,BOS,1,0,8.0,1.0,4.0,.250,0.0,2.0,.000,1.0,2.0,.500,.250,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2025
191,Obi Toppin,PF,26,IND,23,0,19.1,3.6,7.4,.485,1.1,3.4,.321,2.5,4.0,.624,.558,1.1,1.6,.694,0.6,3.3,3.8,1.3,0.7,0.3,1.0,2.0,9.4,2025
192,Karl-Anthony Towns,C,29,NYK,18,18,35.5,7.7,15.8,.488,1.4,4.1,.351,6.3,11.7,.536,.533,4.6,5.4,.845,2.1,9.5,11.6,1.3,0.7,0.7,2.2,4.3,21.4,2025
193,Gary Trent Jr.,SG,26,MIL,5,3,34.2,6.4,12.4,.516,4.4,8.8,.500,2.0,3.6,.556,.694,1.6,2.0,.800,0.2,2.0,2.2,1.2,2.6,0.0,0.6,1.8,18.8,2025
194,P.J. Tucker,SF,39,NYK,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2025
195,Myles Turner,C,28,IND,23,23,29.3,4.6,9.5,.484,1.3,3.9,.344,3.3,5.6,.581,.555,3.2,4.2,.771,1.2,3.6,4.8,1.4,0.5,2.0,1.7,3.0,13.8,2025
196,Hunter Tyson,PF,24,DEN,5,0,6.0,1.0,2.0,.500,0.2,1.0,.200,0.8,1.0,.800,.550,0.8,0.8,1.000,0.8,0.8,1.6,0.4,0.2,0.0,0.2,0.6,3.0,2025
197,Jaylon Tyson,SG,22,CLE,4,0,7.8,1.8,3.8,.467,1.3,2.3,.556,0.5,1.5,.333,.633,1.3,1.5,.833,0.8,1.0,1.8,1.8,0.5,0.3,0.5,1.0,6.0,2025
198,Jarred Vanderbilt,PF,25,LAL,5,0,12.0,0.4,1.2,.333,0.0,0.2,.000,0.4,1.0,.400,.333,0.6,0.8,.750,0.8,3.0,3.8,1.0,0.6,0.2,0.6,1.8,1.4,2025
199,Fred VanVleet,PG,30,HOU,7,7,40.0,5.7,13.3,.430,3.9,8.9,.435,1.9,4.4,.419,.575,3.4,3.4,1.000,0.4,3.7,4.1,4.4,1.0,0.3,1.9,2.3,18.7,2025
200,Gabe Vincent,PG,28,LAL,5,0,19.8,1.0,2.8,.357,0.8,2.6,.308,0.2,0.2,1.000,.500,0.0,0.0,,0.0,1.0,1.0,1.0,0.2,0.4,0.2,1.6,2.8,2025
201,Dean Wade,PF,28,CLE,9,1,15.8,0.7,2.0,.333,0.3,1.6,.214,0.3,0.4,.750,.417,0.0,0.0,,1.1,3.1,4.2,0.7,0.3,0.1,0.3,1.1,1.7,2025
202,Franz Wagner,SF,23,ORL,5,5,39.0,10.2,23.0,.443,1.4,7.4,.189,8.8,15.6,.564,.474,4.0,5.2,.769,0.6,4.2,4.8,5.6,1.2,0.4,2.0,3.2,25.8,2025
203,Jarace Walker,PF,21,IND,12,0,9.8,1.1,2.8,.382,0.7,1.7,.400,0.4,1.2,.357,.500,0.2,0.3,.500,0.2,1.6,1.8,0.7,0.2,0.2,0.6,0.8,3.0,2025
204,Cason Wallace,SG,21,OKC,23,3,22.4,2.2,5.2,.429,0.9,2.7,.323,1.3,2.5,.544,.513,0.3,0.4,.667,1.0,1.7,2.7,2.1,1.4,0.4,0.7,2.2,5.6,2025
205,Jordan Walsh,PF,20,BOS,5,0,3.0,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2025
206,Kel'el Ware,C,20,MIA,4,4,18.3,2.0,4.5,.444,0.8,2.8,.273,1.3,1.8,.714,.528,0.0,0.0,,1.0,3.8,4.8,1.0,0.3,0.5,0.5,0.8,4.8,2025
207,Peyton Watson,SF,22,DEN,14,0,14.2,1.7,4.2,.407,0.5,1.4,.368,1.2,2.9,.425,.466,0.6,1.1,.500,1.0,1.9,2.9,0.3,0.8,0.6,0.6,1.5,4.5,2025
208,Russell Westbrook,PG,36,DEN,13,0,24.1,4.0,10.2,.391,1.5,4.8,.317,2.5,5.4,.457,.466,2.2,3.1,.700,1.5,2.2,3.7,2.6,0.9,0.1,2.3,3.2,11.7,2025
209,Derrick White,SG,30,BOS,11,11,37.7,6.2,13.4,.463,3.6,9.5,.385,2.5,3.9,.651,.599,2.8,3.3,.861,1.3,3.8,5.1,3.5,0.6,1.1,1.2,2.0,18.8,2025
210,Cam Whitmore,SF,20,HOU,3,0,1.7,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2025
211,Aaron Wiggins,SG,26,OKC,22,0,13.8,2.1,5.4,.395,1.1,3.1,.362,1.0,2.3,.440,.500,0.6,0.8,.765,0.6,1.6,2.3,0.9,0.5,0.3,0.8,1.0,6.0,2025
212,Andrew Wiggins,SF,29,MIA,4,4,30.5,4.0,10.8,.372,1.8,5.0,.350,2.3,5.8,.391,.453,1.8,2.5,.700,1.0,2.3,3.3,2.3,0.3,1.3,2.8,1.5,11.5,2025
213,Jalen Williams,SG,23,OKC,23,23,34.6,7.7,17.2,.449,1.5,5.0,.304,6.2,12.2,.509,.494,4.4,5.6,.789,1.0,4.5,5.5,4.8,1.4,0.4,1.8,2.2,21.4,2025
214,Jaylin Williams,PF,22,OKC,17,0,8.3,0.9,2.1,.429,0.5,1.5,.360,0.4,0.6,.600,.557,0.4,0.6,.545,0.2,1.6,1.9,1.0,0.5,0.1,0.7,1.8,2.6,2025
215,Kenrich Williams,PF,30,OKC,16,0,8.6,1.0,2.5,.400,0.3,1.3,.200,0.8,1.3,.600,.450,0.2,0.4,.500,0.5,1.7,2.2,0.4,0.4,0.1,0.4,0.4,2.4,2025
216,Nate Williams,SG,25,HOU,3,0,1.7,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2025
217,Vince Williams Jr.,SG,24,MEM,3,0,12.7,1.3,2.3,.571,1.3,2.3,.571,0.0,0.0,,.857,0.7,0.7,1.000,0.3,2.0,2.3,1.3,0.7,0.3,1.0,1.0,4.7,2025
218,Delon Wright,PG,32,NYK,6,0,8.0,0.3,1.5,.222,0.2,1.0,.167,0.2,0.5,.333,.278,0.3,0.3,1.000,0.2,0.2,0.3,0.8,0.5,0.2,0.2,0.0,1.2,2025
219,Ivica Zubac,C,27,LAC,7,7,36.6,7.7,11.7,.659,0.0,0.0,,7.7,11.7,.659,.659,2.0,3.7,.538,3.9,6.3,10.1,2.3,0.7,1.0,1.6,2.7,17.4,2025
